Carrozzeria,id_annuncio,Alimentazione,Tipo di cambio,Tipo di veicolo,Marca,Modello,Porte,Tipo di unita,Cilindrata,Posti a sedere,Cilindri,Colore esterno,Marce,Classe emissioni,Emissioni di CO2,Consumo carburante,Colore originale,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Per neopatentati,Veicolo per non fumatori,Anno,Tagliandi certificati
Station wagon,ca44801c-af09-4679-8fcb-482b6a53b0af,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Grigio,6,Euro 6d-TEMP,,,Grigio,"Stoffa, Nero",Metallizzato,1320,24 mese,,,,2020,
Station wagon,bc0ee2d5-a460-4ccd-9923-a43fb29eaee8,Benzina,Automatico,KM0,Jeep,Renegade,5,anteriore,1332,5,4,Bianco,6,Euro 6d-TEMP,,,Bianco,"Stoffa, Nero",Metallizzato,1320,,,,,2020,
Station wagon,0902d811-58fa-42c5-b3a3-db3f6b71b79d,Benzina,Automatico,KM0,Porsche,Macan,5,4x4,1984,5,4,Nero,8,Euro 6,172 g CO2/km (comb.),"7,4 l/100 km (comb.)
8,6 l/100 km (urbano)
6,6 l/100 km (extraurbano)",,"Pelle totale, Nero",Metallizzato,1845,,1,,,2019,
Station wagon,d1af0844-e085-4d53-8dac-9a75c12479c6,Benzina,Automatico,KM0,Jeep,Renegade,5,anteriore,1332,5,4,Bianco,6,Euro 6d-TEMP,,,Bianco,"Stoffa, Nero",Metallizzato,1320,,,,,2020,
Station wagon,0983b46a-5827-401b-b5e1-e30821933789,Benzina,Manuale,KM0,Fiat,Tipo,5,anteriore,1368,5,4,Bianco,6,Euro 6d-TEMP,150 g CO2/km (comb.),"6,6 l/100 km (comb.)
8,6 l/100 km (urbano)
5,4 l/100 km (extraurbano)",BIANCO GELATO,"Stoffa, Nero",,1280,12 mese,1,Sì,,2017,
Station wagon,9ac16160-82da-4e19-9b45-a108a904752b,Benzina,Manuale,KM0,SEAT,Arona,5,anteriore,999,5,3,Bianco,5,Euro 6,111 g CO2/km (comb.),"5 l/100 km (comb.)
5,9 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,,,1180,,1,,,2018,
Station wagon,e36a8421-84e2-4535-a215-2ac2f00458b4,Benzina,Manuale,KM0,Jeep,Compass,5,anteriore,1368,5,4,Grigio,6,Euro 6,,,Grigio,Pelle parziale,Metallizzato,1505,,,,,2020,
Station wagon,12ddfc44-df37-41e9-b26f-12f683efb1b2,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,999,5,3,Grigio,6,Euro 6d,,,Grigio,,Metallizzato,1320,Sì,,,,2020,
Station wagon,27c07fb0-0775-4153-8e12-6d4db5db6b33,Benzina,Manuale,KM0,Jeep,Compass,5,anteriore,1368,5,4,Nero,6,Euro 6,,,Nero,Stoffa,Metallizzato,1505,,,,,2019,
Station wagon,984bdec0-2a3e-4061-9abd-46c28022785d,Benzina,Manuale,KM0,Skoda,Octavia,5,anteriore,1498,5,4,Blu/Azzurro,5,Euro 6,99 g CO2/km (comb.),"3,8 l/100 km (comb.)
4,4 l/100 km (urbano)
3,4 l/100 km (extraurbano)",Blu Mediterraneo,,,1252,,1,,,2020,
Station wagon,56d93ad4-dad4-4c6c-abc9-bdbaecde0b36,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Nero,6,Euro 6d-TEMP,,,BLACK CARBON,"Stoffa, Nero",Metallizzato,1320,24 mese,,,,2020,
Station wagon,86d5a651-4da5-4df3-9563-24f535df0a9b,Benzina,Manuale,KM0,Jeep,Renegade,5,anteriore,999,5,3,Nero,6,Euro 6d-TEMP,,,Nero,"Stoffa, Nero",Metallizzato,1320,24 mese,,,,2020,
Station wagon,d7f299bc-6c89-48b3-9e64-eb6c36a27355,Benzina,Manuale,KM0,Jeep,Renegade,5,,999,5,3,Nero,6,Euro 6d-TEMP,135 g CO2/km (comb.),"5,9 l/100 km (comb.)
7,5 l/100 km (urbano)
5 l/100 km (extraurbano)",,"Stoffa, Nero",,1320,,1,,,2019,
Station wagon,733f0a78-1563-4cf6-83ff-3bd0fc7c90e7,Benzina,Manuale,KM0,Jeep,Compass,5,anteriore,1368,5,4,Rosso,6,Euro 6,,,Rosso,"Pelle parziale, Nero",Metallizzato,1505,24 mese,,,Sì,2020,
Station wagon,4272c1fe-b9df-424b-a54c-98aa06c5717c,Benzina,Automatico,KM0,Porsche,Cayenne,5,4x4,2995,5,6,Nero,8,Euro 6,,,Nero,"Pelle parziale, Beige",Base,2060,,,,,2018,
Station wagon,cb4cf47d-d86a-4ac0-9c89-6c121fe4c010,Benzina,Automatico,KM0,Porsche,Cayenne,5,,2995,5,6,Nero,8,Euro 6,,,Nero,"Pelle totale, Nero",Base,2060,,,,,2018,
Station wagon,9cb725c7-fcfe-4ef5-9f36-8567e69d7d09,Benzina,Manuale,KM0,Fiat,500X,5,anteriore,1598,5,4,Bianco,5,Euro 6,147 g CO2/km (comb.),"6,4 l/100 km (comb.)
8,7 l/100 km (urbano)
5 l/100 km (extraurbano)",Bianco Gelato Pastello,"Stoffa, Nero",,1350,,1,,,2018,
Station wagon,e38823b8-4d76-455b-96c9-594dbf8003c6,Benzina,Manuale,KM0,Opel,Astra,5,anteriore,1398,5,4,Blu/Azzurro,5,Euro 6,131 g CO2/km (comb.),"5,7 l/100 km (comb.)
7,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Blu,Stoffa,,1198,,1,,,2017,
Station wagon,f1446d55-934f-4b00-823c-c70cc0e9376d,Benzina,Manuale,KM0,Volkswagen,T-Roc,5,anteriore,999,5,3,Grigio,6,Euro 6,117 g CO2/km (comb.),"5,1 l/100 km (comb.)
6,1 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Grigio Urano,,,1195,24 mese,1,,,2020,
Station wagon,8cda5261-d308-473e-9fc0-f1f7eeb4cb28,Benzina,Manuale,KM0,Audi,Q2,5,anteriore,999,5,3,Bianco,6,Euro 6,117 g CO2/km (comb.),"5,1 l/100 km (comb.)
6,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Bianco Ibis,,,1205,24 mese,1,,,2020,
Berlina,62ef4d73-1e7c-46ee-8128-d05f2fe5bf44,Benzina,Manuale,KM0,Fiat,500,3,anteriore,1242,4,4,Grigio,5,Euro 6d-TEMP,108 g CO2/km (comb.),"5,2 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Grigio,"Stoffa, Grigio",Base,,24 mese,,,,2020,
Berlina,c04e1b05-51c1-476b-a099-60ca8f1df883,Benzina,Manuale,KM0,Fiat,500,3,anteriore,1242,4,4,Grigio,5,Euro 6d-TEMP,108 g CO2/km (comb.),"5,2 l/100 km (comb.)
5,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",Grigio,"Stoffa, Grigio",Base,,24 mese,,,,2020,
Berlina,8635aece-748a-4d03-a31d-91856c967dc5,Benzina,Manuale,KM0,Opel,Corsa,5,anteriore,1199,5,3,Bianco,5,Euro 6d-TEMP,93 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,8 l/100 km (urbano)
3,7 l/100 km (extraurbano)",,"Pelle parziale, Nero",,1055,24 mese,1,Sì,Sì,2020,Sì
Berlina,257a73c7-3be8-4602-ad12-a2137ca9e2f7,Benzina,Manuale,KM0,Citroen,C3,5,anteriore,1199,5,3,Grigio,5,Euro 6,97 g CO2/km (comb.),"4,2 l/100 km (comb.)
5 l/100 km (urbano)
3,8 l/100 km (extraurbano)",Grigio,,,,,1,,,2020,
Berlina,c21bbf9d-037f-4c8e-9c94-5e889b1df05b,Benzina,Manuale,KM0,Fiat,Panda,5,anteriore,1242,4,4,Grigio,5,Euro 6d-TEMP,111 g CO2/km (comb.),"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,3 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1055,,1,Sì,Sì,2020,
Berlina,d62eee2a-cfa0-40bd-8d60-7882ec37e25a,Benzina,Manuale,KM0,Volkswagen,Golf,5,anteriore,1498,5,4,Nero,6,Euro 6,108 g CO2/km (comb.),"4,7 l/100 km (comb.)
6,2 l/100 km (urbano)
3,9 l/100 km (extraurbano)",Nero,"Pelle parziale, Nero",Metallizzato,1315,24 mese,,,Sì,2020,
Berlina,89ba5cd3-273d-4bfe-849d-48ae04357d6a,Benzina,Manuale,KM0,Volkswagen,Polo,5,,999,5,3,Bianco,5,Euro 6d-TEMP,110 g CO2/km (comb.),"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4,1 l/100 km (extraurbano)",,"Stoffa, Nero",,1105,,1,Sì,,2020,Sì
Berlina,001344eb-ac87-4717-a172-0df7e4fb5ad4,Benzina,Semiautomatico,KM0,Volkswagen,Polo,5,,999,5,3,Grigio,7,Euro 6d-TEMP,106 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1145,,1,,,2020,Sì
Berlina,fa87ba27-393a-465a-8b20-a261a8cb533d,Benzina,Manuale,KM0,Opel,Corsa,5,anteriore,1199,5,3,Blu/Azzurro,6,Euro 6d-TEMP,96 g CO2/km (comb.),"4,2 l/100 km (comb.)
5,2 l/100 km (urbano)
3,6 l/100 km (extraurbano)",NAUTIC BLU,"Pelle parziale, Nero",Metallizzato,1165,24 mese,1,,Sì,2020,Sì
Berlina,d91f248a-b094-44ad-8843-82773dca7491,Benzina,Manuale,KM0,Opel,Corsa,5,anteriore,1199,5,3,Grigio,5,Euro 6,93 g CO2/km (comb.),"4,1 l/100 km (comb.)
4,8 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,,Metallizzato,1055,16 mese,,Sì,Sì,2020,
Berlina,3d7d9d48-e157-4168-b9b4-f4b2cfb9a26e,Benzina,Manuale,KM0,Fiat,Tipo,5,anteriore,1368,5,4,Argento,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,9 l/100 km (comb.)
7,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",,"Stoffa, Nero",Metallizzato,1270,24 mese,1,,,2020,
Berlina,5ba2dde6-54eb-47ce-8bf5-94ce09e213e8,Benzina,Manuale,KM0,Volkswagen,Golf,5,anteriore,1498,5,4,Bianco,6,Euro 6d-TEMP,108 g CO2/km (comb.),"4,7 l/100 km (comb.)
6,2 l/100 km (urbano)
3,9 l/100 km (extraurbano)",,"Pelle parziale, Nero",,1315,,1,,,2020,
Berlina,3a7592e2-b2db-48a8-a5e5-1f5394e0aeab,Benzina,Manuale,KM0,Fiat,500,3,anteriore,1242,4,4,Blu/Azzurro,5,Euro 6d,123 g CO2/km (comb.),"5,3 l/100 km (comb.)
6,6 l/100 km (urbano)
4,5 l/100 km (extraurbano)",azzurro italia,"Stoffa, Nero",Metallizzato,960,24 mese,1,Sì,Sì,2020,
Berlina,bd0defa9-afc8-43fa-b80d-e91dfd538e41,Benzina,Manuale,KM0,Fiat,Panda,5,,1242,4,4,Grigio,5,Euro 6d-TEMP,111 g CO2/km (comb.),"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,3 l/100 km (extraurbano)",GRIGIO MODA,,,1055,,1,Sì,,2020,
Berlina,11ab8bea-1cdf-4de2-a0c8-cea68feb39ef,Benzina,Manuale,KM0,Fiat,500,3,anteriore,1242,4,4,Bianco,5,Euro 6d-TEMP,108 g CO2/km (comb.),"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4 l/100 km (extraurbano)",bianco gelato,"Pelle parziale, Nero",,960,22 mese,1,Sì,Sì,2020,
Berlina,23da2c04-1477-4ec0-9ed8-a27582ed2e90,Benzina,Manuale,KM0,Volkswagen,Golf,5,anteriore,1498,5,4,Grigio,6,Euro 6d-TEMP,108 g CO2/km (comb.),"4,7 l/100 km (comb.)
6,2 l/100 km (urbano)
3,9 l/100 km (extraurbano)",ARGENTO,"Pelle parziale, Nero",Metallizzato,1315,,1,,,2020,
Berlina,66fec2a9-26e9-43be-bd7b-eabf9e9933b4,Benzina,Manuale,KM0,Volkswagen,Golf,5,anteriore,1498,5,4,Grigio,6,Euro 6d-TEMP,114 g CO2/km (comb.),"5 l/100 km (comb.)
6,2 l/100 km (urbano)
4,3 l/100 km (extraurbano)",INDIUM GREY,"Altro, Altro",Metallizzato,1317,,1,,,2020,
Berlina,f043a305-f085-4124-bd8d-783c8abd4e2f,Benzina,Manuale,KM0,Citroen,C1,5,anteriore,998,4,3,Rosso,5,Euro 6,93 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Rosso,,,,,,,,2020,
Berlina,fb0894dd-9db7-4c91-a180-7754d9f29e92,Benzina,Manuale,KM0,Citroen,C1,5,anteriore,998,4,3,Grigio,5,Euro 6,93 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,,,,,,,,2020,
Berlina,328c0e06-8dd1-439b-9baa-537b8b78352d,Benzina,Manuale,KM0,Citroen,C1,5,anteriore,998,4,3,Grigio,5,Euro 6,93 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Grigio,,,,,,,,2020,
Berlina,1b1736f0-9957-4e22-a351-34e944d767c9,Benzina,Manuale,KM0,Citroen,C1,5,anteriore,998,4,3,Blu/Azzurro,5,Euro 6,88 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,5 l/100 km (extraurbano)",Blu,,,,,,,,2020,
Berlina,4f45b7ba-0c6a-45e2-a7fa-25250c83e05e,Benzina,Manuale,KM0,Citroen,C1,5,anteriore,998,4,3,Rosso,5,Euro 6,95 g CO2/km (comb.),"4,1 l/100 km (comb.)
5 l/100 km (urbano)
3,6 l/100 km (extraurbano)",Rosso,,,,,,,,2020,
Berlina,09e311b5-d034-4274-bc64-9ab1c999dd89,Benzina,Manuale,KM0,Citroen,C1,5,anteriore,998,4,3,Nero,5,Euro 6,93 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Nero,,,,,,,,2020,
Berlina,71fcb086-9533-4285-982b-65ec59bb737a,Benzina,Manuale,KM0,Citroen,C4 Cactus,5,anteriore,1199,5,3,Bianco,6,Euro 6,106 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,8 l/100 km (urbano)
4 l/100 km (extraurbano)",Bianco,Grigio,,,,,,,2019,
Berlina,5b786fea-9b6f-46ab-a8da-573348a34fda,Benzina,Manuale,KM0,Citroen,C4 Cactus,5,anteriore,1199,5,3,Grigio,5,Euro 6,106 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,8 l/100 km (urbano)
4 l/100 km (extraurbano)",Grigio,Grigio,,,,,,,2019,
Berlina,6e290a9f-878c-4c5b-b37a-21f3256ce08b,Benzina,Manuale,KM0,Citroen,C1,5,anteriore,998,4,3,Bianco,5,Euro 6,93 g CO2/km (comb.),"3,9 l/100 km (comb.)
4,4 l/100 km (urbano)
3,7 l/100 km (extraurbano)",Bianco,,,,,,,,2019,
Berlina,7227cee5-bcba-4348-8ef0-8d784304b1a3,Benzina,Automatico,KM0,Fiat,500,3,anteriore,1242,4,4,Bianco,5,Euro 6d-TEMP,114 g CO2/km (comb.),"4,9 l/100 km (comb.)
5,8 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,"Pelle parziale, Bianco",,1050,,1,Sì,,2020,
Berlina,94fbd588-d20a-43d6-bb8a-fda80b565ccd,Benzina,Manuale,KM0,Lancia,Ypsilon,5,anteriore,1242,4,4,Beige,5,Euro 6,120 g CO2/km (comb.),"5,2 l/100 km (comb.)
6,7 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Avorio,,,,,,,,2020,
Berlina,251b1921-3694-490f-b381-664aa6511b10,Benzina,Manuale,KM0,Citroen,C4 Cactus,5,,1199,5,3,Bianco,6,Euro 6d-TEMP,105 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,7 l/100 km (urbano)
3,9 l/100 km (extraurbano)",,,,1160,,1,,,2020,
Berlina,5c8c9811-3748-4f01-a284-30c87177bfeb,Benzina,Manuale,KM0,SEAT,Ibiza,5,anteriore,999,5,3,Bianco,5,Euro 6,104 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco Nevada,Nero,,1134,12 mese,,,,2020,
Berlina,521cabf8-354d-4d72-b941-e2d1f5d8413b,Benzina,Manuale,KM0,SEAT,Ibiza,5,anteriore,999,5,3,Bianco,5,Euro 6,104 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco Nevada,Nero,,1134,12 mese,,,,2020,
Berlina,a63a1046-4369-45d8-9b0d-0f24501de46a,Benzina,Manuale,KM0,SEAT,Ibiza,5,anteriore,999,5,3,Bianco,5,Euro 6,104 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco Nevada,Nero,,1134,12 mese,,,,2020,
Berlina,5d4765b2-3f46-4f40-9d83-07603e7ec476,Benzina,Manuale,KM0,SEAT,Ibiza,5,anteriore,999,5,3,Bianco,5,Euro 6,104 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco Nevada,Nero,,1134,12 mese,,,,2020,
Berlina,a79cffdf-07ed-4fda-9090-6df86c72671e,Benzina,Manuale,KM0,SEAT,Ibiza,5,anteriore,999,5,3,Bianco,5,Euro 6,104 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco Nevada,Nero,,1134,12 mese,,,,2020,
Berlina,b5428a7d-95e6-4783-87cc-f6c428e9ef3d,Benzina,Manuale,KM0,SEAT,Ibiza,5,anteriore,999,5,3,Bianco,5,Euro 6,104 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco Nevada,Nero,,1134,12 mese,,,,2020,
Berlina,db0b2fbd-ed4f-4588-90f5-72a6442e274d,Benzina,Manuale,KM0,SEAT,Ibiza,5,anteriore,999,5,3,Bianco,5,Euro 6,104 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco Nevada,Nero,,1134,12 mese,,,,2020,
Berlina,77c14ec8-a956-40b8-9f39-da3c8bd012fc,Benzina,Manuale,KM0,SEAT,Ibiza,5,anteriore,999,5,3,Bianco,5,Euro 6,104 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,4 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco Nevada,Nero,,1134,12 mese,,,,2020,
Berlina,6f6c9e12-598e-424d-80be-1d7acec5db9d,Benzina,Manuale,KM0,Fiat,Panda,5,4x4,875,4,2,Arancione,6,Euro 6d-TEMP,116 g CO2/km (comb.),"5,1 l/100 km (comb.)
5,4 l/100 km (urbano)
4,9 l/100 km (extraurbano)",ARANCIO SICILIA,Grigio,,1125,24 mese,1,,,2020,
Berlina,338e2a81-61e6-484c-a9b4-44012ef08ded,Benzina,Manuale,KM0,Fiat,Tipo,5,anteriore,1368,5,4,Nero,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,9 l/100 km (comb.)
7,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",nero cinema,"Stoffa, Grigio",Metallizzato,1270,24 mese,1,,Sì,2020,
Berlina,0c1a370f-c5ba-4852-9e83-8c73a4df6df1,Benzina,Manuale,KM0,Fiat,Tipo,5,anteriore,1368,5,4,Argento,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,9 l/100 km (comb.)
7,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",grigio maestro,"Stoffa, Grigio",Metallizzato,1270,24 mese,1,,Sì,2020,
Berlina,ac33b904-3f85-4943-8996-b62a839b89a3,Benzina,Manuale,KM0,Fiat,Tipo,5,anteriore,1368,5,4,Blu/Azzurro,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,9 l/100 km (comb.)
7,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",blu mediterraneo,"Stoffa, Grigio",,1270,24 mese,1,,Sì,2020,
Berlina,261ac0e0-80d0-4bcd-89dc-0db00ce3ed75,Benzina,Manuale,KM0,Fiat,Tipo,5,anteriore,1368,5,4,Rosso,6,Euro 6d-TEMP,133 g CO2/km (comb.),"5,9 l/100 km (comb.)
7,9 l/100 km (urbano)
4,7 l/100 km (extraurbano)",rosso passione,"Stoffa, Grigio",Metallizzato,1270,24 mese,1,,Sì,2020,
Berlina,fd5f4ce3-800c-4450-9004-6b5dce02bedb,Benzina,Manuale,KM0,Fiat,Tipo,5,anteriore,1368,5,4,Grigio,6,Euro 6,132 g CO2/km (comb.),"5,7 l/100 km (comb.)
7,7 l/100 km (urbano)
4,5 l/100 km (extraurbano)",Grigio,"Stoffa, Nero",Metallizzato,,,,,,2020,
Berlina,f89199b0-ee5c-6171-e053-0100007f24a9,Benzina,Manuale,KM0,Fiat,Panda,5,,875,4,2,Bianco,6,Euro 6d-TEMP,116 g CO2/km (comb.),"5,1 l/100 km (comb.)
6,7 l/100 km (urbano)
4,4 l/100 km (extraurbano)",,"Pelle parziale, Nero",,1165,24 mese,1,Sì,,2020,
Berlina,a651265b-75d4-4982-9418-0b0212b0e148,Benzina,Manuale,KM0,Fiat,Panda,5,anteriore,1242,5,4,Nero,5,Euro 6d-TEMP,129 g CO2/km (comb.),"4,6 l/100 km (comb.)
7,2 l/100 km (urbano)
4,9 l/100 km (extraurbano)",NERO,"Pelle parziale, Nero",Metallizzato,1075,,1,Sì,,2020,
Berlina,d9de0ff1-e066-4116-a969-d06cf9ba0f54,Benzina,Automatico,KM0,Peugeot,208,5,anteriore,1199,5,3,Rosso,8,Euro 6,103 g CO2/km (comb.),"4,5 l/100 km (comb.)
5,4 l/100 km (urbano)
4 l/100 km (extraurbano)",Rosso,Pelle parziale,Metallizzato,1233,24 mese,,,,2020,
Berlina,43379657-acad-4eda-b64c-7c62ed7ab90d,Benzina,Automatico,KM0,MINI,Cooper S,3,anteriore,1998,4,4,,6,Euro 6,139 g CO2/km (comb.),"6,1 l/100 km (comb.)
8,1 l/100 km (urbano)
5 l/100 km (extraurbano)",,,,1270,,1,,,2020,
Berlina,4a4391b8-a133-4952-bfee-decb22e66eca,Benzina,Automatico,KM0,MINI,John Cooper Works,3,anteriore,1998,4,4,,6,Euro 6,157 g CO2/km (comb.),"6,9 l/100 km (comb.)
9 l/100 km (urbano)
5,7 l/100 km (extraurbano)",,,Metallizzato,1310,Sì,1,,,2020,
Berlina,a2b88d13-aa46-44de-b3c2-3203690334e7,Benzina,Manuale,KM0,Alfa Romeo,Giulietta,5,anteriore,1368,5,4,Grigio,6,Euro 6,164 g CO2/km (comb.),"7,2 l/100 km (comb.)
8,9 l/100 km (urbano)
6,2 l/100 km (extraurbano)",Antracite,,Metallizzato,1355,,,,,2019,
Berlina,c32ef747-604f-46eb-ae0a-023d2e081902,Benzina,Manuale,KM0,Volkswagen,up!,3,,999,4,3,Grigio,5,Euro 6d-TEMP,100 g CO2/km (comb.),"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",,,,980,,1,Sì,,2020,
Berlina,798780ed-9f0e-4c13-ba94-21c3d7283922,Benzina,Manuale,KM0,Volkswagen,Golf,5,,1498,5,4,Bianco,6,Euro 6d-TEMP,114 g CO2/km (comb.),"5 l/100 km (comb.)
6,2 l/100 km (urbano)
4,3 l/100 km (extraurbano)",,"Stoffa, Grigio",,1317,24 mese,1,,Sì,2020,Sì
Berlina,6ff4f7b9-1d33-4d40-8bc6-8f62d67bb925,Benzina,Manuale,KM0,Volkswagen,up!,3,,999,4,3,Giallo,5,Euro 6d-TEMP,100 g CO2/km (comb.),"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",,,,980,,1,Sì,,2020,
Berlina,2ae6520b-91d4-4337-b95e-a2e1465ea66a,Benzina,Manuale,KM0,Volkswagen,up!,3,,999,4,3,Blu/Azzurro,5,Euro 6d-TEMP,100 g CO2/km (comb.),"4,4 l/100 km (comb.)
5,3 l/100 km (urbano)
3,8 l/100 km (extraurbano)",,,,980,,1,Sì,,2020,
Berlina,41967123-3024-485c-9065-373974cfee47,Benzina,Manuale,KM0,Abarth,595,3,anteriore,1368,4,4,Grigio,5,Euro 6d-TEMP,139 g CO2/km (comb.),"6 l/100 km (comb.)
7,9 l/100 km (urbano)
4,9 l/100 km (extraurbano)",GIRIGO CAMPOVOLO,"Stoffa, Nero",,1120,,1,,,2020,
Berlina,6b6636f7-76b6-4381-a1b8-94a651437544,Benzina,Manuale,KM0,Volkswagen,Polo,5,anteriore,999,5,3,Bianco,5,Euro 6,104 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,3 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Bianco,,Base,1145,Sì,1,,,2020,
Berlina,4b69bb02-5d99-496d-90b0-0832f72b6514,Benzina,Manuale,KM0,Volkswagen,Polo,5,anteriore,999,5,3,Argento,5,Euro 6,104 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,3 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Argento,,Metallizzato,1145,Sì,1,,,2020,
Berlina,fc99faab-2b75-4f54-8a9f-deec3a04ff44,Benzina,Manuale,KM0,Volkswagen,Polo,5,anteriore,999,5,3,Blu/Azzurro,5,Euro 6,104 g CO2/km (comb.),"4,6 l/100 km (comb.)
5,3 l/100 km (urbano)
4,1 l/100 km (extraurbano)",Blu,,Metallizzato,1145,Sì,1,,,2020,
Berlina,3ecc9262-743b-4e70-80c5-ccad52c0ce1f,Benzina,Automatico,KM0,Volkswagen,Polo,5,anteriore,999,5,3,Bianco,7,Euro 6d-TEMP,106 g CO2/km (comb.),"4,7 l/100 km (comb.)
5,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,Stoffa,Metallizzato,1145,36 mese,1,,,2020,
Berlina,39ddd50f-795f-4a98-bfc6-0a6d166ad492,Benzina,Manuale,KM0,Fiat,Tipo,,anteriore,1368,5,,Grigio,,,,,Grigio,,Metallizzato,,,,,,2020,
Berlina,781b73f7-4550-4def-b331-db19ef7a1a85,Benzina,Manuale,KM0,Volkswagen,Polo,5,anteriore,999,5,3,Bianco,5,Euro 6d-TEMP,110 g CO2/km (comb.),"4,8 l/100 km (comb.)
6,1 l/100 km (urbano)
4,1 l/100 km (extraurbano)",White Silver,"Stoffa, Nero",Metallizzato,1105,24 mese,1,Sì,Sì,2020,Sì
Berlina,98cf8438-4224-463d-81bf-4f72caec047b,Benzina,Manuale,KM0,Fiat,Panda,5,4x4,875,4,2,Nero,6,Euro 6d,116 g CO2/km (comb.),"5,1 l/100 km (comb.)
6,7 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Nero,"Stoffa, Nero",Metallizzato,1165,,,Sì,,2020,
Berlina,85afb2f2-f847-46c6-a67e-240ee4f8afde,Benzina,Manuale,KM0,Fiat,Panda,5,4x4,875,4,2,Verde,6,Euro 6d,116 g CO2/km (comb.),"5,1 l/100 km (comb.)
6,7 l/100 km (urbano)
4,4 l/100 km (extraurbano)",Verde,"Stoffa, Nero",Metallizzato,1165,,,Sì,,2020,
