,Carrozzeria,id_annuncio,Alimentazione,Tipo di veicolo,Anno,Marca,Modello,Porte,Posti a sedere,Tipo di cambio,Tipo di unita,Colore esterno,Emissioni di CO2,Rivestimenti,Colore originale,Tipo di vernice,Marce,Peso a vuoto,Usato Garantito,Per neopatentati,Proprietari,Cilindrata,Classe emissioni,Cilindri,Veicolo per non fumatori,Consumo carburante,Tagliandi certificati,seller,vehicle,country,address,conditional_on_price,price,link_annuncio,vehicle_user_desc,median,discount,variazione_su_mediana,equal_or_lower
2078,Station wagon,d16eadf5-b35f-4a17-8798-508af89b7bdf,GPL,KM0,2019.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Bianco,,"Stoffa, Altro",Bianco,Base,5.0,,,,,1598.0,Euro 6,4.0,,,,Lucchesi Auto Srl,Fiat 500X,IT,55022 Bagni di Lucca - Lucca - Lu,41,18499,https://www.autoscout24.it/annunci/fiat-500x-500x-1-6-e-torq-110-cv-mirror-fari-full-led-gpl-gpl-bianco-d16eadf5-b35f-4a17-8798-508af89b7bdf?cldtidx=6&cldtsrc=listPage,500X 1.6 E-Torq 110 Cv Mirror Fari Full Led GPL!!,18980.0,481.0,-769.0,0
2079,Station wagon,7abe485f-ccaf-4bfe-9cab-a17e17552268,GPL,KM0,2019.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Blu/Azzurro,,Stoffa,Azzurro,Base,5.0,1275.0,24 mese,,,1598.0,Euro 6d-TEMP,4.0,,,,M&M Motors Srl,Fiat 500X,IT,30030 Maerne di Martellago - Venezia - Ve,1,18800,https://www.autoscout24.it/annunci/fiat-500x-1-6-e-torq-110cv-urban-gpl-post-vendita-color-gpl-blu-azzurro-7abe485f-ccaf-4bfe-9cab-a17e17552268?cldtidx=14&cldtsrc=listPage,1.6 E-Torq 110CV Urban - GPL POST VENDITA + COLOR,18980.0,180.0,-1070.0,0
2080,Altro,2d456a19-16dc-40f2-8098-43e4edcfffac,GPL,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Bianco,,,Bianco,Base,6.0,,24 mese,,,999.0,,3.0,,,,M&M Motors Srl,Fiat 500X,IT,30030 Maerne di Martellago - Venezia - Ve,12,21900,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120cv-sport-km-0-gpl-post-vendita-gpl-bianco-2d456a19-16dc-40f2-8098-43e4edcfffac?cldtidx=1&cldtsrc=listPage,1.0 T3 120CV Sport - KM 0 - GPL POST VENDITA,18980.0,-2920.0,-4170.0,0
2081,SUV/Fuoristrada/Pick-up,bff97449-c4bb-4057-a701-2d3b265f2d2b,Benzina,KM0,2019.0,Fiat,500X,5.0,5.0,Automatico,anteriore,Blu/Azzurro,140 g CO2/km (comb.),Stoffa,Azzurro Jeans,Metallizzato,6.0,1320.0,12 mese,,1.0,1332.0,Euro 6d-TEMP,4.0,SÃƒÂ¬,"6,1 l/100 km (comb.)
7,4 l/100 km (urbano)
5,4 l/100 km (extraurbano)",,Gruppo Zago Srl,Fiat 500X,IT,20813 Bovisio Masciago - Monza Brianza - Mb,12,19400,https://www.autoscout24.it/annunci/fiat-500x-1-3-t4-150-cv-dct-city-cross-km0-benzina-blu-azzurro-bff97449-c4bb-4057-a701-2d3b265f2d2b?cldtidx=12&cldtsrc=listPage,1.3 T4 150 CV DCT City Cross ((KM0)),18980.0,-420.0,-1670.0,0
2082,SUV/Fuoristrada/Pick-up,f9ca4607-9764-4296-9016-a589bb562b28,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Verde,133 g CO2/km (comb.),"Pelle parziale, Nero",verde techno,Metallizzato,6.0,1320.0,24 mese,,1.0,999.0,Euro 6d-TEMP,3.0,SÃƒÂ¬,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Gruppo Zago Srl,Fiat 500X,IT,20813 Bovisio Masciago - Monza Brianza - Mb,12,17000,https://www.autoscout24.it/annunci/fiat-500x-1-0-gse-t3-120-cv-urban-km0-pack-city-benzina-verde-f9ca4607-9764-4296-9016-a589bb562b28?cldtidx=14&cldtsrc=listPage,1.0 GSE T3 120 CV Urban ((KM0)) Pack City,18980.0,1980.0,730.0,0
2083,SUV/Fuoristrada/Pick-up,30d37730-fb38-4a22-8adc-49f10006a734,Benzina,KM0,2019.0,Fiat,500X,5.0,5.0,Automatico,anteriore,Grigio,140 g CO2/km (comb.),Stoffa,Grigio Moda,Metallizzato,6.0,1320.0,24 mese,,1.0,1332.0,Euro 6d-TEMP,4.0,SÃƒÂ¬,"6,1 l/100 km (comb.)
7,4 l/100 km (urbano)
5,4 l/100 km (extraurbano)",,Gruppo Zago Srl,Fiat 500X,IT,20813 Bovisio Masciago - Monza Brianza - Mb,12,19400,https://www.autoscout24.it/annunci/fiat-500x-1-3-t4-150-cv-dct-city-cross-km0-benzina-grigio-30d37730-fb38-4a22-8adc-49f10006a734?cldtidx=11&cldtsrc=listPage,1.3 T4 150 CV DCT City Cross ((KM0)),18980.0,-420.0,-1670.0,0
2084,SUV/Fuoristrada/Pick-up,da823a68-62ca-48d1-bd3c-fbd220057b18,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Bianco,133 g CO2/km (comb.),"Pelle parziale, Nero",bianco gelato,,6.0,1320.0,24 mese,,1.0,999.0,Euro 6d-TEMP,3.0,SÃƒÂ¬,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Gruppo Zago Srl,Fiat 500X,IT,20813 Bovisio Masciago - Monza Brianza - Mb,12,17300,https://www.autoscout24.it/annunci/fiat-500x-1-0-gse-t3-120-cv-lounge-km0-modello-2020-benzina-bianco-da823a68-62ca-48d1-bd3c-fbd220057b18?cldtidx=12&cldtsrc=listPage,1.0 GSE T3 120 CV Lounge ((KM0)) Modello 2020,18980.0,1680.0,430.0,0
2085,SUV/Fuoristrada/Pick-up,2494df72-229a-46b9-bfcf-6b541b45e9d8,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),"Pelle parziale, Nero",Antracite,Metallizzato,6.0,1320.0,24 mese,,,999.0,Euro 6,3.0,SÃƒÂ¬,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Totalcars Srl,Fiat 500X,IT,36061 Bassano del Grappa - Vicenza - Vi,12,20600,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-sport-iva-esposta-benzina-grigio-2494df72-229a-46b9-bfcf-6b541b45e9d8?cldtidx=18&cldtsrc=listPage,1.0 T3 120 CV Sport IVA ESPOSTA,18980.0,-1620.0,-2870.0,0
2086,SUV/Fuoristrada/Pick-up,c71f9c54-4e6a-4796-affe-f5050e56c0cb,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),"Pelle parziale, Nero",Grigio,Metallizzato,6.0,1320.0,24 mese,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Motorstor Srl,Fiat 500X,Max Desiato,IT,12,19790,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120cv-cross-navi-cerchi-19-prezzo-reale-benzina-grigio-c71f9c54-4e6a-4796-affe-f5050e56c0cb?cldtidx=20&cldtsrc=listPage,"1.0 T3 120cv Cross NAVI cerchi 19"" prezzo REALE",18980.0,-810.0,-2060.0,0
2087,SUV/Fuoristrada/Pick-up,909ffed1-8f74-4c0c-9aaa-2736e8f187f6,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Blu/Azzurro,133 g CO2/km (comb.),"Stoffa, Grigio",BLU JEANS OPACO,Metallizzato,6.0,1320.0,23 mese,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Maresca E Fiorentino Spa,Fiat 500X,IT,40132 Bologna - Bo,12,21200,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-cross-benzina-blu-azzurro-909ffed1-8f74-4c0c-9aaa-2736e8f187f6?cldtidx=2&cldtsrc=listPage,1.0 T3 120 CV Cross,18980.0,-2220.0,-3470.0,0
2088,SUV/Fuoristrada/Pick-up,76ee1014-1e89-4aee-8dfb-e662902ebed2,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),"Stoffa, Nero",Grigio Moda,,6.0,1245.0,22 mese,,1.0,3.0,Euro 6,3.0,SÃƒÂ¬,"5 l/100 km (comb.)
7 l/100 km (urbano)
5,8 l/100 km (extraurbano)",SÃƒÂ¬,Tomasi auto srl,Fiat 500X,IT,37135 Verona - VR,12,17500,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-urban-cerchi-16-lega-uconnect-7-benzina-grigio-76ee1014-1e89-4aee-8dfb-e662902ebed2?cldtidx=3&cldtsrc=listPage,"1.0 T3 120 CV Urban CERCHI 16'' LEGA,UCONNECT 7'',",18980.0,1480.0,230.0,0
2089,SUV/Fuoristrada/Pick-up,1f1bfee3-46c6-4b6c-b46d-1efd629f94d2,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),"Stoffa, Grigio",Grigio Moda,,6.0,1245.0,21 mese,,1.0,3.0,Euro 6,3.0,SÃƒÂ¬,"5 l/100 km (comb.)
7 l/100 km (urbano)
5,8 l/100 km (extraurbano)",SÃƒÂ¬,Tomasi Auto Srl,Fiat 500X,IT,46040 Guidizzolo - Mantova - Mn,12,18500,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120cv-city-cross-full-led-uconnect-7-benzina-grigio-1f1bfee3-46c6-4b6c-b46d-1efd629f94d2?cldtidx=5&cldtsrc=listPage,"1.0 T3 120CV City Cross FULL LED,UCONNECT 7''",18980.0,480.0,-770.0,0
2090,SUV/Fuoristrada/Pick-up,5103c0c9-d6c5-489c-a4b5-51399a5c197c,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Bianco,133 g CO2/km (comb.),Pelle totale,Bianco,,6.0,,,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Fiat 500X,IT,25030 Coccaglio - Brescia - Bs,12,16880,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120cv-lounge-km0-prima-rata-2021-benzina-bianco-5103c0c9-d6c5-489c-a4b5-51399a5c197c?cldtidx=7&cldtsrc=listPage,"1.0 T3 120CV Lounge , KM0 - PRIMA RATA 2021!",18980.0,2100.0,850.0,0
2091,SUV/Fuoristrada/Pick-up,aedaf1e9-1d7c-4d08-9c9d-7152aa6c33e9,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),Pelle totale,Grigio,,6.0,,,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Fiat 500X,IT,25030 Coccaglio - Brescia - Bs,12,19980,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120cv-sport-km0-benzina-grigio-aedaf1e9-1d7c-4d08-9c9d-7152aa6c33e9?cldtidx=13&cldtsrc=listPage,"1.0 T3 120CV Sport , KM0",18980.0,-1000.0,-2250.0,0
2092,SUV/Fuoristrada/Pick-up,b5685009-723e-45cc-8ca0-d5bfc090a85a,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),Pelle totale,Grigio,,6.0,,,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Fiat 500X,IT,25030 Coccaglio - Brescia - Bs,12,20680,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120cv-sport-km0-benzina-grigio-b5685009-723e-45cc-8ca0-d5bfc090a85a?cldtidx=14&cldtsrc=listPage,"1.0 T3 120CV Sport , KM0",18980.0,-1700.0,-2950.0,0
2093,SUV/Fuoristrada/Pick-up,12eb0336-817c-4724-975a-e8d71e96cbca,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),Pelle totale,Grigio,,6.0,,,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Fiat 500X,IT,25030 Coccaglio - Brescia - Bs,12,19980,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120cv-sport-km0-benzina-grigio-12eb0336-817c-4724-975a-e8d71e96cbca?cldtidx=15&cldtsrc=listPage,"1.0 T3 120CV Sport , KM0",18980.0,-1000.0,-2250.0,0
2094,SUV/Fuoristrada/Pick-up,66bb036d-11bc-41fa-898e-3a9af84942c1,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Bianco,133 g CO2/km (comb.),Pelle totale,Bianco,,6.0,,,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Fiat 500X,IT,25030 Coccaglio - Brescia - Bs,12,19980,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120cv-sport-km0-benzina-bianco-66bb036d-11bc-41fa-898e-3a9af84942c1?cldtidx=16&cldtsrc=listPage,"1.0 T3 120CV Sport , KM0",18980.0,-1000.0,-2250.0,0
2095,SUV/Fuoristrada/Pick-up,84de0896-3ed5-418c-8e12-db488871f4c7,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),Pelle totale,Grigio,,6.0,,,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Fiat 500X,IT,25030 Coccaglio - Brescia - Bs,12,19980,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120cv-sport-km0-benzina-grigio-84de0896-3ed5-418c-8e12-db488871f4c7?cldtidx=17&cldtsrc=listPage,"1.0 T3 120CV Sport , KM0",18980.0,-1000.0,-2250.0,0
2096,SUV/Fuoristrada/Pick-up,b4c6034a-63c5-4f6b-9dac-dffe1b382fc8,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),Pelle totale,Grigio,,6.0,,,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Fiat 500X,IT,25030 Coccaglio - Brescia - Bs,12,19980,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120cv-sport-km0-benzina-grigio-b4c6034a-63c5-4f6b-9dac-dffe1b382fc8?cldtidx=18&cldtsrc=listPage,"1.0 T3 120CV Sport , KM0",18980.0,-1000.0,-2250.0,0
2097,SUV/Fuoristrada/Pick-up,14a368e2-676c-46cb-afbe-6ce5d625c359,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),Pelle totale,Grigio,,6.0,,,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Fiat 500X,IT,25030 Coccaglio - Brescia - Bs,12,19980,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120cv-sport-km0-benzina-grigio-14a368e2-676c-46cb-afbe-6ce5d625c359?cldtidx=19&cldtsrc=listPage,"1.0 T3 120CV Sport , KM0",18980.0,-1000.0,-2250.0,0
2098,SUV/Fuoristrada/Pick-up,ca3ddc69-d8e1-4ebb-95d7-bc71580881cf,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),Pelle totale,Grigio,,6.0,,,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Gruppo Carmeli SpA,Fiat 500X,IT,25030 Coccaglio - Brescia - Bs,12,19980,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120cv-sport-km0-benzina-grigio-ca3ddc69-d8e1-4ebb-95d7-bc71580881cf?cldtidx=20&cldtsrc=listPage,"1.0 T3 120CV Sport , KM0",18980.0,-1000.0,-2250.0,0
2099,SUV/Fuoristrada/Pick-up,399768e8-c1d2-46e7-a1c6-3e90536522cc,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),"Pelle parziale, Nero",Grigio scuro,Metallizzato,6.0,1320.0,24 mese,,,999.0,Euro 6d-TEMP,3.0,SÃƒÂ¬,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Brasca Antonio E Figli S.N.C.,Fiat 500X,IT,20092 Cinisello Balsamo - Milano - MI,12,19300,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-sport-benzina-grigio-399768e8-c1d2-46e7-a1c6-3e90536522cc?cldtidx=5&cldtsrc=listPage,1.0 T3 120 CV Sport,18980.0,-320.0,-1570.0,0
2100,SUV/Fuoristrada/Pick-up,7481cc3a-bd98-4a46-92b9-4a14e118e4d9,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),"Stoffa, Nero",Grigio Moda,,6.0,1245.0,22 mese,,1.0,3.0,Euro 6,3.0,SÃƒÂ¬,"5 l/100 km (comb.)
7 l/100 km (urbano)
5,8 l/100 km (extraurbano)",SÃƒÂ¬,Tomasi auto srl,Fiat 500X,IT,37135 Verona - VR,12,17500,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-urban-cerchi-16-lega-uconnect-7-benzina-grigio-7481cc3a-bd98-4a46-92b9-4a14e118e4d9?cldtidx=13&cldtsrc=listPage,"1.0 T3 120 CV Urban,CERCHI 16'' LEGA,UCONNECT 7'',",18980.0,1480.0,230.0,0
2101,SUV/Fuoristrada/Pick-up,95ba6870-8222-4b28-96db-a83241bd9715,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Bianco,133 g CO2/km (comb.),"Stoffa, Nero",Bianco gelato,,6.0,1245.0,22 mese,,1.0,3.0,Euro 6,3.0,SÃƒÂ¬,"5 l/100 km (comb.)
7 l/100 km (urbano)
5,8 l/100 km (extraurbano)",SÃƒÂ¬,Tomasi auto srl,Fiat 500X,IT,37135 Verona - VR,12,17500,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-urban-cerchi-16-lega-uconnect-7-benzina-bianco-95ba6870-8222-4b28-96db-a83241bd9715?cldtidx=14&cldtsrc=listPage,"1.0 T3 120 CV Urban,CERCHI 16'' LEGA,UCONNECT 7'',",18980.0,1480.0,230.0,0
2102,SUV/Fuoristrada/Pick-up,7e96936e-8d41-486c-b441-a6851d2d9763,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),"Stoffa, Nero",Grigio Moda,,6.0,1245.0,22 mese,,1.0,3.0,Euro 6,3.0,SÃƒÂ¬,"5 l/100 km (comb.)
7 l/100 km (urbano)
5,8 l/100 km (extraurbano)",SÃƒÂ¬,Tomasi Auto Srl,Fiat 500X,IT,46040 Guidizzolo - Mantova - Mn,12,17500,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-urban-cerchi-16-lega-uconnect-7-benzina-grigio-7e96936e-8d41-486c-b441-a6851d2d9763?cldtidx=16&cldtsrc=listPage,"1.0 T3 120 CV Urban,CERCHI 16'' LEGA,UCONNECT 7'',",18980.0,1480.0,230.0,0
2103,SUV/Fuoristrada/Pick-up,ec92ead7-dea1-47ae-9935-368859e6eb74,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Bianco,133 g CO2/km (comb.),"Stoffa, Nero",Bianco gelato,,6.0,1245.0,22 mese,,1.0,3.0,Euro 6,3.0,SÃƒÂ¬,"5 l/100 km (comb.)
7 l/100 km (urbano)
5,8 l/100 km (extraurbano)",SÃƒÂ¬,Tomasi Auto Srl,Fiat 500X,IT,46040 Guidizzolo - Mantova - Mn,12,17500,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-urban-cerchi-16-lega-uconnect-7-benzina-bianco-ec92ead7-dea1-47ae-9935-368859e6eb74?cldtidx=17&cldtsrc=listPage,"1.0 T3 120 CV Urban,CERCHI 16'' LEGA,UCONNECT 7'',",18980.0,1480.0,230.0,0
2104,SUV/Fuoristrada/Pick-up,0fbedadb-d78e-4de8-944d-fa8d5aac29d9,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),Nero,Grigio,Metallizzato,6.0,,,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Molin Auto Srl,Fiat 500X,IT,37132 Verona - Vr,12,18700,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-city-cross-benzina-grigio-0fbedadb-d78e-4de8-944d-fa8d5aac29d9?cldtidx=19&cldtsrc=listPage,1.0 T3 120 CV City Cross,18980.0,280.0,-970.0,0
2105,SUV/Fuoristrada/Pick-up,2222244d-1b6e-4c65-a9a4-c8980a48fa3d,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Grigio,133 g CO2/km (comb.),Nero,Grigio,Metallizzato,6.0,,,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Molin Auto Srl,Fiat 500X,IT,37132 Verona - Vr,12,18700,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-city-cross-benzina-grigio-2222244d-1b6e-4c65-a9a4-c8980a48fa3d?cldtidx=20&cldtsrc=listPage,1.0 T3 120 CV City Cross,18980.0,280.0,-970.0,0
2106,SUV/Fuoristrada/Pick-up,290a3951-f896-4d49-a6b6-7f0400a9ad12,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Rosso,133 g CO2/km (comb.),"Stoffa, Nero",Rosso,Base,6.0,,,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Molin Auto Srl,Fiat 500X,IT,37132 Verona - Vr,12,17500,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-urban-benzina-rosso-290a3951-f896-4d49-a6b6-7f0400a9ad12?cldtidx=1&cldtsrc=listPage,1.0 T3 120 CV Urban,18980.0,1480.0,230.0,0
2107,SUV/Fuoristrada/Pick-up,f5d49b87-a9d0-4103-9af9-048fed0653fa,Benzina,KM0,2020.0,Fiat,500X,,5.0,Manuale,anteriore,Rosso,,,Rosso Amore,Base,,,,,,999.0,,,,,,Campello Motors,Fiat 500X,IT,30174 Mestre - Ve,2,19350,https://www.autoscout24.it/annunci/fiat-500x-cross-look-1-0-turbo-120cv-cross-benzina-rosso-f5d49b87-a9d0-4103-9af9-048fed0653fa?cldtidx=16&cldtsrc=listPage,Cross Look 1.0 Turbo 120cv Cross,18980.0,-370.0,-1620.0,0
2108,SUV/Fuoristrada/Pick-up,ba7d5c39-d4a7-4fb0-934d-64b8c43a4cf6,Benzina,KM0,2020.0,Fiat,500X,,5.0,Manuale,anteriore,Blu/Azzurro,,,Blu Italia,Base,,,,,,999.0,,,,,,Campello Motors,Fiat 500X,IT,30174 Mestre - Ve,2,20300,https://www.autoscout24.it/annunci/fiat-500x-cross-look-1-0-turbo-120cv-cross-e6d-benzina-blu-azzurro-ba7d5c39-d4a7-4fb0-934d-64b8c43a4cf6?cldtidx=18&cldtsrc=listPage,Cross Look 1.0 Turbo 120cv Cross E6d,18980.0,-1320.0,-2570.0,0
2109,SUV/Fuoristrada/Pick-up,23cb1bae-9971-4e91-9dcb-51fa4a200f1a,Benzina,KM0,2019.0,Fiat,500X,,5.0,Manuale,anteriore,Blu/Azzurro,,,Blu Italia,Base,,,,,,1598.0,,,,,,Campello Motors,Fiat 500X,IT,30174 Mestre - Ve,2,18500,https://www.autoscout24.it/annunci/fiat-500x-cross-look-1-6-e-torq-110cv-city-cross-e6d-benzina-blu-azzurro-23cb1bae-9971-4e91-9dcb-51fa4a200f1a?cldtidx=20&cldtsrc=listPage,Cross Look 1.6 E-Torq 110cv City Cross E6d,18980.0,480.0,-770.0,0
2110,SUV/Fuoristrada/Pick-up,fd3185a7-cb9c-4ed9-8ee2-a4df57898e29,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Nero,133 g CO2/km (comb.),"Stoffa, Nero",Nero,Metallizzato,6.0,1320.0,24 mese,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Automilano Srl,Fiat 500X,Reparto Vendite,IT,31,16890,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-lounge-promo-wow-benzina-nero-fd3185a7-cb9c-4ed9-8ee2-a4df57898e29?cldtidx=3&cldtsrc=listPage,1.0 T3 120 CV Lounge - Promo WOW,18980.0,2090.0,840.0,0
2111,SUV/Fuoristrada/Pick-up,d44fe2e5-8bc0-45e2-9165-18fc906f99bc,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Nero,133 g CO2/km (comb.),"Stoffa, Nero",Nero,Metallizzato,6.0,1320.0,24 mese,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Automilano Srl,Fiat 500X,Reparto Vendite,IT,31,16890,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-lounge-promo-wow-benzina-nero-d44fe2e5-8bc0-45e2-9165-18fc906f99bc?cldtidx=4&cldtsrc=listPage,1.0 T3 120 CV Lounge - Promo WOW,18980.0,2090.0,840.0,0
2112,SUV/Fuoristrada/Pick-up,3efe8b97-1496-4f68-9bff-fd8c93b6c158,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Nero,133 g CO2/km (comb.),"Stoffa, Nero",Nero,Metallizzato,6.0,1320.0,24 mese,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Automilano Srl,Fiat 500X,IT,22070 Grandate - CO,31,16890,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-lounge-promo-wow-benzina-nero-3efe8b97-1496-4f68-9bff-fd8c93b6c158?cldtidx=5&cldtsrc=listPage,1.0 T3 120 CV Lounge - Promo WOW,18980.0,2090.0,840.0,0
2113,SUV/Fuoristrada/Pick-up,fbd8886a-0295-4361-8932-22d6ba0cfd2b,Benzina,KM0,2020.0,Fiat,500X,5.0,5.0,Manuale,anteriore,Argento,133 g CO2/km (comb.),"Stoffa, Nero",Vari colori,Base,6.0,1320.0,24 mese,,,999.0,Euro 6,3.0,,"5,8 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,Automilano Srl,Fiat 500X,IT,22070 Grandate - CO,31,17490,https://www.autoscout24.it/annunci/fiat-500x-1-0-t3-120-cv-lounge-benzina-argento-fbd8886a-0295-4361-8932-22d6ba0cfd2b?cldtidx=6&cldtsrc=listPage,1.0 T3 120 CV Lounge,18980.0,1490.0,240.0,0
