Carrozzeria,id_annuncio,Alimentazione,Tipo di cambio,Tipo di veicolo,Marca,Modello,Porte,Tipo di unità,Cilindrata,Posti a sedere,Cilindri,Colore esterno,Marce,Classe emissioni,Consumo carburante,Colore originale,Rivestimenti,Tipo di vernice,Peso a vuoto,Usato Garantito,Proprietari,Veicolo per non fumatori,Anno,Tagliandi certificati
Altro,9ffdcbd7-fff3-4edf-bee0-97919b04902e,Diesel,Automatico,Nuovo,Kia,XCeed,5,anteriore,1598,5,4,Oro,7,Euro 6d-TEMP,"4,4 l/100 km (comb.)
4,5 l/100 km (urbano)
4,3 l/100 km (extraurbano)",QUANTUM YELLOW,"Pelle parziale, Grigio",Metallizzato,1340,84 mese,,Sì,,Sì
Altro,a5a85ed8-6a7a-402d-ae3d-10916f14689f,Diesel,Manuale,Nuovo,Trucks-Lkw,Mercedes-Benz,,,1,,1,Bianco,,,,Bianco,,Base,,,,,,
Altro,25ee0778-230a-421c-849a-dedc5a4305c5,Diesel,Manuale,Nuovo,Trucks-Lkw,Mercedes-Benz,,,1,,1,Bianco,,,,Bianco,,Base,,,,,,
Altro,faf6769c-a1b3-4f2a-86b5-6532171a3c53,Diesel,Manuale,Nuovo,Trucks-Lkw,Mercedes-Benz,,,1,,1,Bianco,,,,Bianco,,Base,,,,,,
Altro,289028ce-e733-4501-ab01-ef1fbd9ffa8c,Diesel,Manuale,Nuovo,Trucks-Lkw,Mercedes-Benz,,,1,,1,Bianco,,,,Bianco,,Base,,,,,,
Altro,698152ad-d5d0-48d3-8a4d-0e81ceff3e69,Diesel,Manuale,Nuovo,SEAT,Leon,5,anteriore,2000,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,b7b4795f-effc-443f-94ec-6f8184cb5d25,Diesel,Automatico,Nuovo,SEAT,Leon,5,anteriore,2000,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,53bd7e1c-b2a2-4ae5-93f7-cc5503a4c02a,Diesel,Manuale,Nuovo,Opel,Astra,5,anteriore,1500,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,cc5a568d-9010-4102-b864-3374b43fb542,Diesel,Manuale,Nuovo,Opel,Astra,5,anteriore,1500,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,f06a73e0-4351-4f51-a2b5-1f415729a32b,Diesel,Manuale,Nuovo,Mercedes-Benz,V,5,4x4,1950,6,4,Blu/Azzurro,9,Euro 6,"7,2 l/100 km (comb.)
9,9 l/100 km (urbano)
8,3 l/100 km (extraurbano)",Blu,,Base,,,,,,
Altro,5bcc52b4-d80d-4faa-80de-26d180881991,Diesel,Manuale,Nuovo,Volkswagen,Crafter,4,anteriore,1968,3,4,Bianco,6,Euro 6,"7,4 l/100 km (comb.)
8,1 l/100 km (urbano)
6,9 l/100 km (extraurbano)",Bianco Candy,,,,,,,,
Altro,3babf71d-9723-41bb-820d-17afba454cc0,Diesel,Manuale,Nuovo,Volkswagen,Crafter,4,anteriore,1968,3,4,Rosso,6,Euro 6,"7,4 l/100 km (comb.)
8,1 l/100 km (urbano)
7 l/100 km (extraurbano)",Rosso Ciliegia,,,,,,,,
Altro,efbb2415-5e85-4866-a145-9feb51340a0f,Diesel,Manuale,Nuovo,Volkswagen,Crafter,4,anteriore,1968,3,4,Bianco,6,Euro 6,"7,4 l/100 km (comb.)
8,1 l/100 km (urbano)
6,9 l/100 km (extraurbano)",Bianco Candy,,,,,,,,
Altro,63bb682f-296c-4056-9fee-983705b44773,Diesel,Manuale,Nuovo,Volkswagen,Crafter,4,anteriore,1968,3,4,Rosso,6,Euro 6,"7,4 l/100 km (comb.)
8,1 l/100 km (urbano)
7 l/100 km (extraurbano)",Rosso Ciliegia,,,,,,,,
Altro,08127d3f-858b-4337-9432-c2df287a02cc,Diesel,Manuale,Nuovo,Volkswagen,Crafter,4,anteriore,1968,3,4,Bianco,6,Euro 6,"7,4 l/100 km (comb.)
8,1 l/100 km (urbano)
6,9 l/100 km (extraurbano)",Bianco Candy,,,,,,,,
Altro,6f74de78-e978-48f5-b5dd-3cce95f40e5d,Diesel,Manuale,Nuovo,Audi,A3,5,anteriore,1968,5,4,Blu/Azzurro,6,Euro 6,"3,5 l/100 km (comb.)
3,9 l/100 km (urbano)
3,2 l/100 km (extraurbano)",Blu Atollo Metallizzato,,Metallizzato,,,,,,
Altro,04b016ab-e786-493a-a7a3-d923ab50f3cf,Diesel,Manuale,Nuovo,Audi,A3,5,anteriore,1968,5,4,Nero,6,Euro 6,"3,5 l/100 km (comb.)
3,9 l/100 km (urbano)
3,2 l/100 km (extraurbano)",Nero Brillante,,,,,,,,
Altro,b72751f5-48e6-4f12-81ba-9b3a2bcd652f,Diesel,Automatico,Nuovo,Volkswagen,Amarok,4,4x4,2967,5,6,Argento,8,Euro 6,"8,8 l/100 km (comb.)
9,9 l/100 km (urbano)
8,2 l/100 km (extraurbano)",Argento Reflex Metallizzato,,Metallizzato,,,,,,
Altro,5de24826-cd18-48df-a543-e5967f666916,Diesel,Automatico,Nuovo,Volvo,V60,,posteriore,,,,Grigio,,,,714 osmiun grey,"Pelle parziale, Nero",Metallizzato,,,,,,
Altro,9582c9a7-c504-45da-9b10-c8a27d492154,Diesel,Manuale,Nuovo,Caravans-Wohnm,Vario,,anteriore,,4,,Rosso,6,Euro 6d-TEMP,,Bordeaux,,Metallizzato,3500,24 mese,,,,
Altro,ac9ae622-5fc1-4f12-8798-b01e88270bcc,Diesel,Manuale,Nuovo,Renault,Captur,5,,1461,5,4,Blu/Azzurro,6,Euro 6d-TEMP,"3,8 l/100 km (comb.)
4,5 l/100 km (urbano)
3,4 l/100 km (extraurbano)",,,,1370,,,,,
Altro,2a11ee1f-7a1d-4d19-baaf-df02cca71845,Diesel,Automatico,Nuovo,Volkswagen,Crafter,,,1968,,,Bianco,,,,Bianco Candy/Beige Mojave Meta,,Metallizzato,,24 mese,,,,
Altro,f468260c-84e2-4063-a444-039f66e25a22,Diesel,Automatico,Nuovo,MINI,One D,,,1496,,,Grigio,,,,Grigio,Nero,,,,,,,
Altro,27cb6630-95c6-4d56-a5e4-c9111c7c075b,Diesel,Manuale,Nuovo,Mercedes-Benz,Sprinter,2,anteriore,2143,3,4,Bianco,6,Euro 6,"7,9 l/100 km (comb.)
9,4 l/100 km (urbano)
7,3 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",Base,1832,Sì,,,,
Altro,3a0e9c31-d5ce-4a4d-ac77-95798773cbf9,Diesel,Automatico,Nuovo,Mitsubishi,Canter,,,3000,3,,Bianco,,,,Bianco,,Base,,24 mese,,,,
Altro,44a77008-3178-4a44-b116-aec8ae9307f3,Diesel,Automatico,Nuovo,Ford,Ranger,4,,1997,5,4,Grigio,10,Euro 6,"7,8 l/100 km (comb.)
9,8 l/100 km (urbano)
6,7 l/100 km (extraurbano)",,"Altro, Altro",,,,,,,
Altro,cfcc6855-9398-4e29-8f7b-779dc4cc60c8,Diesel,Automatico,Nuovo,BMW,320,,,1995,,,Bianco,,,,Bianco,"Pelle totale, Nero",,,,,,,
Altro,a604e28c-eb2a-48b4-84c5-6faff0d556ef,Diesel,Manuale,Nuovo,Iveco,Daily,2,posteriore,2287,3,4,Bianco,6,,,Bianco,"Pelle parziale, Grigio",Base,1961,,,,,
Altro,bb0d3699-146b-4ce6-b01a-e85ce37e5ccc,Diesel,Automatico,Nuovo,Audi,A3,,anteriore,1968,,,Nero,7,,,Nero,Grigio,Metallizzato,,,,,,
Altro,0df47cca-5852-4416-b9a4-91135e913afb,Diesel,Automatico,Nuovo,Volkswagen,Tiguan,5,anteriore,2000,,,Grigio,,Euro 6,,,Nero,,,,,,2020,
Altro,8df3f4e7-5479-499e-b0f1-3148e81f9a37,Diesel,Manuale,Nuovo,Volkswagen,Tiguan,5,anteriore,2000,,,Grigio,,Euro 6,,,Nero,,,,,,2020,
Altro,3c52b974-e023-452e-acb2-29411396a68c,Diesel,Manuale,Nuovo,Volkswagen,T-Roc,5,anteriore,1600,,,Grigio,,Euro 6,,,Nero,,,,,,2020,
Altro,12419676-8108-40f7-b185-51ecdd2419d1,Diesel,Manuale,Nuovo,Volkswagen,Tiguan,5,anteriore,1600,,,Grigio,,Euro 6,,,Nero,,,,,,2020,
Altro,788ebad6-580c-46a3-8404-f0a6d5e2fd3d,Diesel,Manuale,Nuovo,Volkswagen,Golf,5,anteriore,2000,,,Grigio,,Euro 6,,,Nero,,,,,,2020,
Altro,dc279ae8-d658-4603-b52f-e6d911b2e2c9,Diesel,Manuale,Nuovo,Skoda,Kamiq,5,anteriore,1600,,,Blu/Azzurro,,Euro 6,,,Nero,,,,,,2020,
Altro,78e77f49-20f8-4d61-a64e-d3efe016678c,Diesel,Automatico,Nuovo,Skoda,Kodiaq,5,anteriore,2000,,,Blu/Azzurro,,Euro 6,,,Nero,,,,,,2020,
Altro,5b81fcfb-c6e7-4735-88f3-830b1db533ff,Diesel,Manuale,Nuovo,Skoda,Karoq,5,anteriore,1600,,,Blu/Azzurro,,Euro 6,,,Nero,,,,,,2020,
Altro,3afe1e5d-9d57-42b0-8537-bc618e2b5d36,Diesel,Manuale,Nuovo,SEAT,Arona,5,anteriore,1600,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,36d124f1-71ff-411e-b312-1ef8d3841dec,Diesel,Manuale,Nuovo,SEAT,Ateca,5,anteriore,2000,,,Blu/Azzurro,,Euro 6,,,Nero,,,,,,2020,
Altro,1d66f0f1-26b0-42b2-bf67-2c6f81e0f573,Diesel,Manuale,Nuovo,SEAT,Ibiza,5,anteriore,1600,,,Blu/Azzurro,,Euro 6,,,Nero,,,,,,2020,
Altro,b4d29c81-9aa6-4a98-873c-ed36edff2a90,Diesel,Manuale,Nuovo,Renault,Megane,5,anteriore,1500,,,Beige,,Euro 6,,,Nero,,,,,,2020,
Altro,d009c460-92f1-419d-9277-19101a0b8b05,Diesel,Manuale,Nuovo,Renault,Kadjar,5,anteriore,1500,,,Nero,,Euro 6,,,Nero,,,,,,2020,
Altro,55b17e56-17a1-47d4-963b-2338c12ec1e3,Diesel,Manuale,Nuovo,Renault,Megane,5,anteriore,1500,,,Beige,,Euro 6,,,Nero,,,,,,2020,
Altro,724acd39-046f-4d26-96b3-a93b30d98f9f,Diesel,Manuale,Nuovo,Peugeot,308,5,anteriore,1500,,,Grigio,,Euro 6,,,Nero,,,,,,2020,
Altro,6a432964-c67b-4f27-8cd2-6334b62d3b90,Diesel,Manuale,Nuovo,Peugeot,308,5,anteriore,1500,,,Grigio,,Euro 6,,,Nero,,,,,,2020,
Altro,ca4b7295-024b-409f-8d60-f588ede6c394,Diesel,Manuale,Nuovo,Opel,Astra,5,anteriore,1500,,,Blu/Azzurro,,Euro 6,,,Nero,,,,,,2020,
Altro,f6abe43c-2c2b-400f-a8a2-3f439a87dd85,Diesel,Manuale,Nuovo,Opel,Crossland X,5,anteriore,1500,,,Blu/Azzurro,,Euro 6,,,Nero,,,,,,2020,
Altro,df5a3f67-4fdc-4fa6-b0f3-1cbab17b4264,Diesel,Manuale,Nuovo,Peugeot,2008,5,anteriore,1500,,,Arancione,,Euro 6,,,Nero,,,,,,2020,
Altro,5f143fb1-00e8-4e1b-a3c0-9ee32e34732b,Diesel,Manuale,Nuovo,Peugeot,208,5,anteriore,1500,,,Giallo,,Euro 6,,,Nero,,,,,,2020,
Altro,a5c472e5-6fc8-4980-a745-f185faeae94c,Diesel,Manuale,Nuovo,Opel,Grandland X,5,anteriore,1500,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,6bba87c1-57f4-4617-b974-538bc1da07a3,Diesel,Manuale,Nuovo,Opel,Astra,5,anteriore,1500,,,Blu/Azzurro,,Euro 6,,,Nero,,,,,,2020,
Altro,a48dead5-7d35-45bf-8d27-fd040f589f3d,Diesel,Manuale,Nuovo,Opel,Corsa,5,anteriore,1500,,,Arancione,,Euro 6,,,Nero,,,,,,2020,
Altro,6449c040-3d93-4e5e-933e-0c0dd919fe3d,Diesel,Manuale,Nuovo,Kia,Sportage,5,anteriore,1600,,,Marrone,,Euro 6,,,Nero,,,,,,2020,
Altro,c1503594-6a6f-4add-adce-99e5653a238c,Diesel,Manuale,Nuovo,Nissan,X-Trail,5,anteriore,1700,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,1efe1ee7-66d3-4d92-9022-b1d5868c563c,Diesel,Manuale,Nuovo,Nissan,Qashqai,5,anteriore,1500,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,d483b2ce-0667-4c27-a458-f15ad7806cd0,Diesel,Manuale,Nuovo,Hyundai,Tucson,5,anteriore,1600,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,6bc1f091-2408-4e50-940b-bb94663c0630,Diesel,Manuale,Nuovo,Jeep,Compass,5,anteriore,1600,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,23231d21-fbd6-4a0b-a708-d4f23d6abb74,Diesel,Manuale,Nuovo,Hyundai,Kona,5,anteriore,1600,,,Grigio,,Euro 6,,,Nero,,,,,,2020,
Altro,7f14adcb-3809-4d87-9044-2071443bc985,Diesel,Manuale,Nuovo,Jeep,Renegade,5,anteriore,1600,,,Nero,,Euro 6,,,Nero,,,,,,2020,
Altro,437e806b-fa53-4048-baaf-ccadaf3cd63b,Diesel,Manuale,Nuovo,Ford,Kuga,5,anteriore,1500,,,Blu/Azzurro,,Euro 6,,,Nero,,,,,,2020,
Altro,4f0634b0-c4af-4610-ac4d-1e562f69e30f,Diesel,Manuale,Nuovo,Ford,Focus,5,anteriore,1500,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,09f5c278-2985-4bcd-ab19-6e7cbc46905b,Diesel,Manuale,Nuovo,Ford,Focus,5,anteriore,1500,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,e2582b04-45a1-47c4-86f8-5a3ed983f37b,Diesel,Manuale,Nuovo,Ford,Fiesta,5,anteriore,1500,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,e8f75a8c-8fd5-430f-bc90-fe0022dbddb3,Diesel,Manuale,Nuovo,Fiat,Tipo,5,anteriore,1300,,,Marrone,,Euro 6,,,Nero,,,,,,2020,
Altro,e8f75a8c-8fd5-430f-bc90-fe0022dbddb3,Diesel,Manuale,Nuovo,Fiat,Tipo,5,anteriore,1300,,,Marrone,,Euro 6,,,Nero,,,,,,2020,
Altro,41aeb539-8f7d-47b0-9f6b-1b74b7ad325c,Diesel,Manuale,Nuovo,Fiat,Tipo,5,anteriore,1300,,,Marrone,,Euro 6,,,Nero,,,,,,2020,
Altro,5134afc2-32db-480a-a5ed-1d066e0c2608,Diesel,Manuale,Nuovo,Fiat,500L,5,anteriore,1300,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,9aecb964-5850-47db-a3b4-ba33ad1d545c,Diesel,Automatico,Nuovo,Ford,Edge,5,anteriore,2000,,,Nero,,Euro 6,,,Nero,,,,,,2020,
Altro,ce0c07ac-49e6-407d-b2ba-f43c602f4011,Diesel,Manuale,Nuovo,Fiat,500X,5,anteriore,1300,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,090ffd84-5a0f-4007-8361-fc8b9d15ef30,Diesel,Manuale,Nuovo,Ford,EcoSport,5,anteriore,1500,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,4646ed38-5c14-441b-a816-3cc0588011e2,Diesel,Manuale,Nuovo,Dacia,Sandero,5,anteriore,1500,,,Marrone,,Euro 6,,,Nero,,,,,,2020,
Altro,5ec49e62-61a7-481d-8549-ba1d3301aac6,Diesel,Manuale,Nuovo,Dacia,Sandero,5,anteriore,1500,,,Marrone,,Euro 6,,,Nero,,,,,,2020,
Altro,1e91f51f-9965-47c5-89f0-b09b350ba6db,Diesel,Manuale,Nuovo,Citroen,C3 Aircross,5,anteriore,1600,,,Arancione,,Euro 6,,,Nero,,,,,,2020,
Altro,89676866-9199-4fda-be03-a27300bd36d1,Diesel,Manuale,Nuovo,Citroen,C4 Cactus,5,anteriore,1600,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,1d1a17de-46f5-44c6-985f-f54bf87ddba0,Diesel,Manuale,Nuovo,Citroen,C5 Aircross,5,anteriore,1500,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,a9f3c410-b754-4d34-9ab6-2a38bbe9e528,Diesel,Manuale,Nuovo,Citroen,C3,5,anteriore,1600,,,Verde,,Euro 6,,,Nero,,,,,,2020,
Altro,12292d29-c947-4ec3-9d47-84fcf4d21f45,Diesel,Manuale,Nuovo,Dacia,Duster,5,anteriore,1500,,,Bianco,,Euro 6,,,Nero,,,,,,2020,
Altro,76c156e7-5c45-4649-a0a9-550dfcbccb02,Diesel,Manuale,Nuovo,Alfa Romeo,Giulietta,5,anteriore,1600,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,06b04734-a973-46d8-9e49-cbe613dda895,Diesel,Automatico,Nuovo,Alfa Romeo,Stelvio,5,anteriore,2200,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,8d0d72ed-1a6d-4458-b68c-3d725ddd2b90,Diesel,Automatico,Nuovo,Alfa Romeo,Giulia,5,anteriore,2200,,,Rosso,,Euro 6,,,Nero,,,,,,2020,
Altro,aed96ffa-b154-4576-ae28-85112613f1ff,Diesel,Automatico,Nuovo,Audi,A3,,anteriore,1968,,,Nero,7,,,Nero,Grigio,Metallizzato,,,,,,
Altro,2e80962c-22b9-469f-a645-6b89bdd930a4,Diesel,Automatico,Nuovo,Land Rover,Range Rover Velar,5,4x4,1999,5,4,Nero,8,,,Nero,,Base,,,,,,
Altro,1cae3e9f-5677-4b70-aeb1-d7494d1ee491,Diesel,Automatico,Nuovo,Land Rover,Defender,5,4x4,1999,5,4,Argento,8,,,Argento,,Base,,,,,,
Altro,7f4369f0-b25c-490c-8a96-a4a5d28470fb,Diesel,Automatico,Nuovo,Land Rover,Defender,5,4x4,1999,5,4,Argento,8,,,Argento,,Base,,,,,,
Altro,0cd4dcfa-aebf-4e12-85b7-1132c144dfb2,Diesel,Automatico,Nuovo,Land Rover,Discovery,5,4x4,1999,5,4,Grigio,8,,,Grigio,,Base,,,,,,
Altro,dbfab5a5-7b03-4eb4-9c72-c92827207af4,Diesel,Automatico,Nuovo,Volvo,XC40,,4x4,,,,Nero,,,,019 nero,"Pelle parziale, Nero",,,,,,,
Altro,c086d9e5-eeff-463a-9c80-a277794d6635,Diesel,,Nuovo,Nissan,Cabstar,,,3000,,,Bianco,,,,,Altro,,,,,,,
Altro,8d55b29b-8612-4672-82c4-ae36bd1006f2,Diesel,Manuale,Nuovo,Volkswagen,T-Roc,5,anteriore,1598,5,4,Bianco,6,Euro 6d-TEMP,"4,4 l/100 km (comb.)
5 l/100 km (urbano)
4 l/100 km (extraurbano)",,"Stoffa, Nero",,1395,24 mese,,,,
Altro,a2f2415e-34ca-4a65-93ab-acc59d9fbb8b,Diesel,Manuale,Nuovo,Citroen,C4,,anteriore,1499,,,Grigio,,,,GRIGIO PLATINUM,"Stoffa, Grigio",,,Sì,,Sì,,
Altro,0a0c73b5-6c69-4a59-bd97-7e557a797e1a,Diesel,Manuale,Nuovo,Citroen,C3 Aircross,5,anteriore,1499,5,4,Nero,6,Euro 6d-TEMP,"4 l/100 km (comb.)
4,8 l/100 km (urbano)
3,5 l/100 km (extraurbano)",,,,1278,,,,,
Altro,59c7370e-29c1-401c-b3a4-e663831ac054,Diesel,Automatico,Nuovo,Audi,A5,,anteriore,1968,,,Bianco,7,,,Bianco,Grigio,Metallizzato,,,,,,
Altro,ffc9e571-d534-4315-956e-3c932f81bbdc,Diesel,Automatico,Nuovo,Audi,A5,,anteriore,1968,,,Bianco,7,,,Bianco,Grigio,Metallizzato,,,,,,
Altro,f3922d89-27dc-4d3b-8d85-ae3dc22596e5,Diesel,Automatico,Nuovo,Alfa Romeo,Stelvio,5,,2143,5,4,Bianco,8,Euro 6d-TEMP,"5,6 l/100 km (comb.)
6,1 l/100 km (urbano)
5,1 l/100 km (extraurbano)",,"Stoffa, Nero",,1750,,,,,
Altro,94c32cb3-0b44-4130-ab26-9da0365d65cf,Diesel,Manuale,Nuovo,Mercedes-Benz,Sprinter,2,anteriore,2143,3,4,Bianco,6,Euro 6,"7,9 l/100 km (comb.)
9,4 l/100 km (urbano)
7,3 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",Base,1832,24 mese,,,,
Altro,8549440e-2c06-4e80-91fc-baed51a6044a,Diesel,Automatico,Nuovo,Mitsubishi,L200,4,4x4,,5,,Bianco,,,,Bianco,"Pelle totale, Grigio",Base,,60 mese,,,,
Altro,b82aaad5-5719-4294-8406-f8845e72f13b,Diesel,Automatico,Nuovo,Mitsubishi,L200,4,4x4,,5,4,Bianco,6,,,Bianco,"Stoffa, Grigio",Base,,60 mese,,,,
Altro,4f6c241c-7b50-417e-9acd-7c2fe486d92e,Diesel,Manuale,Nuovo,Mitsubishi,L200,4,4x4,,5,4,Bianco,6,,,Bianco,"Stoffa, Grigio",Base,,60 mese,,,,
Altro,faa5ff40-05c6-4f04-bf19-46d3579fb9c5,Diesel,Manuale,Nuovo,Mitsubishi,L200,4,4x4,2268,5,4,Arancione,6,,,Arancione,"Pelle totale, Grigio",Base,,,,,,
Altro,e2d422b0-0de3-4430-9c4e-c80e624646fe,Diesel,Manuale,Nuovo,Mitsubishi,L200,4,4x4,,4,,Bianco,,,,Bianco,"Stoffa, Grigio",Base,,,,,,
Altro,3ae465cd-6596-4fe0-890d-8bc080094d53,Diesel,Manuale,Nuovo,Nissan,Cabstar,2,posteriore,3000,3,4,Bianco,6,,,Bianco,"Stoffa, Grigio",Base,,,,,,
Altro,40166678-d87c-4eaa-b852-41f3073ff241,Diesel,Manuale,Nuovo,Mitsubishi,L200,4,4x4,,5,4,Bianco,6,,,Bianco,"Pelle totale, Grigio",Base,,60 mese,,,,
Altro,a74b273b-ac95-4db8-9920-f57518d5b3ca,Diesel,Manuale,Nuovo,Nissan,Navara,4,4x4,2298,4,4,Bianco,6,Euro 6d-TEMP,,Bianco,"Stoffa, Grigio",Base,,60 mese,,,,
Altro,2f5342a4-c00d-466b-84dc-9369584496f2,Diesel,Manuale,Nuovo,Nissan,Navara,4,4x4,2298,2,4,Bianco,6,Euro 6d-TEMP,,Bianco,"Pelle parziale, Grigio",Base,,60 mese,,,,
Altro,2e6f40d7-af6e-4783-befa-0d0e03c4f27c,Diesel,Automatico,Nuovo,SsangYong,Tivoli,5,anteriore,1597,5,4,Arancione,6,,,Arancione,"Stoffa, Nero",Base,,,,,,
Altro,8c7bee66-2dc7-42d9-9d69-81c97273ea37,Diesel,Manuale,Nuovo,SsangYong,Tivoli,5,anteriore,1597,5,4,Arancione,6,,,Arancione,"Stoffa, Nero",Base,,,,,,
Altro,47067a2c-8257-4e99-9c8b-37dac5f27a11,Diesel,Automatico,Nuovo,SsangYong,Tivoli,5,4x4,1597,5,4,Arancione,6,,,Arancione,"Stoffa, Nero",Base,,,,,,
Altro,a9c2b56a-203e-4a69-9050-8f3411196cc2,Diesel,Manuale,Nuovo,SsangYong,REXTON,4,4x4,2157,5,4,Nero,6,Euro 6,,Nero,"Pelle totale, Nero",Metallizzato,,60 mese,,,,
Altro,d8054f13-44ed-425c-a190-ee1e2ba3afaf,Diesel,Manuale,Nuovo,SsangYong,Tivoli,5,anteriore,1597,5,4,Nero,6,,,Nero,"Stoffa, Nero",Metallizzato,,,,,,
Altro,b5331c8d-bd7f-4070-b332-400343e25c60,Diesel,Manuale,Nuovo,Nissan,Navara,4,4x4,2298,5,4,Bianco,6,,,Bianco,"Stoffa, Grigio",Base,,60 mese,,,,
Altro,21b7f9ba-01dc-4c77-8a14-ea673dbe3d1c,Diesel,Manuale,Nuovo,Nissan,Qashqai,5,anteriore,1598,5,4,Bianco,6,,,Bianco,"Stoffa, Nero",Metallizzato,,,,,,
Altro,7d809300-bf39-4b28-bea6-586d24682bbc,Diesel,Manuale,Nuovo,Nissan,Qashqai,5,anteriore,1598,5,4,Nero,6,,,Nero,"Stoffa, Nero",Metallizzato,,,,,,
Altro,4094fa23-0e7b-4e79-a044-5e5b7a502f3f,Diesel,Automatico,Nuovo,Mercedes-Benz,CLS 350,4,4x4,2925,5,6,Nero,,Euro 6,"6 l/100 km (comb.)
6,8 l/100 km (urbano)
5,2 l/100 km (extraurbano)",Nero Ossidiana,,,,24 mese,,,,
Altro,8624746d-d845-40e7-b939-2a80d6fc66d7,Diesel,Manuale,Nuovo,Ford,EcoSport,5,anteriore,1499,5,4,Bianco,6,Euro 6d-TEMP,"4 l/100 km (comb.)
4,2 l/100 km (urbano)
3,5 l/100 km (extraurbano)",Oxford White,"Stoffa, Nero",,1395,24 mese,0,,,
Altro,0e07a5f9-d72e-4ece-8574-d65edae36c3f,Diesel,Manuale,Nuovo,Mercedes-Benz,V 250,,,1,,1,Nero,,,,Nero,,Base,,,,,,
Altro,6df4bec0-d9c6-423a-8366-4e542dded4da,Diesel,Manuale,Nuovo,Mercedes-Benz,V 250,,,1,,1,Nero,,,,Nero,,Base,,,,,,
Altro,15a0f21c-57b3-4d03-a642-e3724fac17de,Diesel,Manuale,Nuovo,Trucks-Lkw,Mercedes-Benz,,,1,,1,Bianco,,,,Bianco,,Base,,,,,,
Altro,9e0f12d3-e01a-47dc-be5d-2f89fc42af2c,Diesel,Manuale,Nuovo,Jeep,Renegade,5,anteriore,1598,5,4,Bianco,6,Euro 6d-TEMP,"4,4 l/100 km (comb.)
5,5 l/100 km (urbano)
4 l/100 km (extraurbano)",,Nero,,1430,,0,,,
Altro,6d6a23f7-7772-4b12-99af-b89efc9d944c,Diesel,Automatico,Nuovo,SEAT,Ateca,5,anteriore,1598,5,4,Grigio,7,Euro 6d-TEMP,"4,9 l/100 km (comb.)
5,3 l/100 km (urbano)
4,7 l/100 km (extraurbano)",,"Stoffa, Grigio",Metallizzato,1446,48 mese,0,,,
Altro,d3a8929c-01c4-4cda-96fc-193f84951c95,Diesel,Manuale,Nuovo,Citroen,C3,5,anteriore,,4,4,Bianco,5,Euro 6d-TEMP,,"BICOLOR, BIANCO TETTO ROSSO",Altro,,,60 mese,0,,,
Altro,b2ded5dc-f43a-41f0-94b9-eaf4c8460f7b,Diesel,Automatico,Nuovo,MINI,Cooper SD Countryman,5,anteriore,1995,5,4,Bianco,8,Euro 6d-TEMP,"4,3 l/100 km (comb.)
4,7 l/100 km (urbano)
4 l/100 km (extraurbano)",LIGHT WHITE,"Stoffa, Nero",,1585,,0,Sì,,Sì
Altro,a7f0597d-9c7b-4177-ad90-1cf4f57cbea5,Diesel,Manuale,Nuovo,Dacia,Duster,5,anteriore,1461,5,4,Bianco,6,Euro 6d-TEMP,"4,1 l/100 km (comb.)
4,6 l/100 km (urbano)
3,8 l/100 km (extraurbano)",,,,1398,,0,,,
Altro,0d9b96d0-4b59-41e3-9f56-6cbaec9c64f1,Diesel,Manuale,Nuovo,Trucks-Lkw,Mercedes-Benz,,,1,,1,Argento,,,,Vari colori,,Base,,,,,,
Altro,1a6b096d-68a9-4baf-8d2f-afde860e2027,Diesel,Manuale,Nuovo,Land Rover,Range Rover Evoque,5,anteriore,1999,5,4,Nero,6,Euro 6d-TEMP,"5,4 l/100 km (comb.)
6,3 l/100 km (urbano)
4,9 l/100 km (extraurbano)",Nero,"Stoffa, Nero",,,36 mese,,,,
Altro,28617a1e-ac09-47d9-ab07-5cc9777fc301,Diesel,Automatico,Nuovo,Land Rover,Discovery,5,4x4,1999,5,4,Bianco,8,Euro 6d-TEMP,"7,2 l/100 km (comb.)
8,4 l/100 km (urbano)
6,6 l/100 km (extraurbano)",Bianco,"Stoffa, Nero",Base,,,,Sì,,
