_ - _ - id_annuncio,_ - _ - Marca,_ - _ - Carrozzeria,_ - _ - Alimentazione,_ - _ - Tipo di veicolo,_ - _ - Anno,_ - _ - Modello,_ - _ - Colore esterno,_ - _ - Tipo di cambio,_ - _ - Cilindrata,_ - _ - Porte,_ - _ - Posti a sedere,_ - _ - Cilindri,_ - _ - Marce,_ - _ - Classe emissioni,_ - _ - Peso a vuoto,_ - _ - Tipo di unità,_ - _ - Tipo di vernice,_ - _ - Consumo carburante:3,_ - _ - Rivestimenti,_ - _ - Emissioni di CO23,_ - _ - Offerta n.,_ - _ - Colore originale,_ - _ - Usato Garantito,_ - _ - Proprietari,_ - _ - Tagliandi certificati,_ - _ - Consumo carburante:2,_ - _ - Veicolo per non fumatori,_ - _ - Emissioni di CO22,_ - _ - Per neopatentati,_ - _ - Versione per nazione,_ - _ - Ultimo tagliando,_ - _ - Prossima revisione,_ - _ - Consumo carburante:1,_ - _ - Bollino polveri,_ - _ - Ultimo cambio cinghia distribuzione,_ - _ - Emissioni di CO21,_ - _ - Prossima nuova,_ - _ - Disponibilità,_ - _ - Numero della chiave,_ - _ - Altre fonti di energia
ad66b52a-3732-45d3-be94-88188bfa6627,Jeep,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Renegade,Grigio,Manuale,999 cm³,5,5,3,6,Euro 6,,anteriore,Metallizzato,"6,5 l/100 km (comb.)
6,5 l/100 km (urbano)
5,3 l/100 km (extraurbano)","Stoffa, Nero",132 g CO2/km (comb.),U7CANEBY,Grigio,12 mese,,,,Sì,,,,,,,1 (Senza Bollino Polveri Sottili),,,,,,
dff51a20-76a0-40c9-9e94-b8e15bae87cb,Mazda,SUV/Fuoristrada/Pick-up,Benzina,Usato,2016,CX-3,Bianco,Manuale,1.998 cm³,5,5,4,6,Euro 6,1.310 kg,4x4,Base,"6,4 l/100 km (comb.)
8,1 l/100 km (urbano)
5,5 l/100 km (extraurbano)","Pelle totale, Nero",150 g CO2/km (comb.),13956299,Bianco,12 mese,1,Sì,,Sì,,,,,06/2022,,,,,,,,
f6669f6a-d96f-4af9-b030-56f8ce41d223,Suzuki,SUV/Fuoristrada/Pick-up,Benzina,Usato,2000,Samurai,Verde,Manuale,1.298 cm³,3,4,4,5,Euro 2,1.010 kg,4x4,Metallizzato,"8,5 l/100 km (comb.)
10,1 l/100 km (urbano)
7,6 l/100 km (extraurbano)","Stoffa, Nero",,13956241,Verde,,,,,,,Sì,,,,,,,,,,,
08c5eba6-f0f9-485f-a540-4441ff374036,Jeep,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Compass,Nero,Manuale,1.368 cm³,5,5,4,6,Euro 6,,anteriore,Metallizzato,"6,2 l/100 km (comb.)
7,8 l/100 km (urbano)
5,2 l/100 km (extraurbano)","Pelle totale, Nero",143 g CO2/km (comb.),3120737,Nero,,,,,,,,,,,,,,,,,,
7f32bd67-e205-40e7-b093-413be3d63b03,SEAT,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Arona,Grigio,Manuale,999 cm³,5,5,3,6,Euro 6,1.187 kg,anteriore,Metallizzato,"5 l/100 km (comb.)
5,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",,110 g CO2/km (comb.),13954628,ARGENTO URBAN,Sì,,,,,,,,,,,,,,,,,
64191c67-a970-4ae2-bfdc-f2d562b20167,Ford,SUV/Fuoristrada/Pick-up,Benzina,Usato,2017,EcoSport,Nero,Manuale,999 cm³,5,5,,,Euro 5,,anteriore,Metallizzato,"0,5 l/100 km (comb.)
0,7 l/100 km (urbano)
0,5 l/100 km (extraurbano)",,125 g CO2/km (comb.),-80401206,Nero Metallizzato,12 mese,1,,,,,,,,,,,,,,,,
03cd6e83-f54c-4020-8608-8568da93f047,Volkswagen,SUV/Fuoristrada/Pick-up,Benzina,Usato,2017,Tiguan,Nero,Manuale,1.400 cm³,5,5,4,6,Euro 6,,4x4,Metallizzato,"6,5 l/100 km (comb.)","Stoffa, Beige",,VETTURA DIRIGENZIALE FABBRICA VW AG WOLFSBURG,,12 mese,1,Sì,,Sì,,,,,,,,,,,,,
a859a9ba-f363-486f-9c35-8707202878de,Mercedes-Benz,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,GLA 180,Bianco,Manuale,1.595 cm³,,5,,,,,anteriore,,,"Pelle parziale, Nero",,01404570291-U5291,BIANCO POLARE,Sì,,Sì,,,,,,,,,,,,,,,
5804708f-dd49-47bd-ad09-0d68e994d697,Nissan,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Qashqai,Nero,Automatico,1.332 cm³,5,5,4,7,Euro 6,1.390 kg,anteriore,Metallizzato,"5,8 l/100 km (comb.)
7,3 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,131 g CO2/km (comb.),2124661,NERO MET - 20,,,,,,,,,,,,,,,,,,
d19658db-5714-4469-91a8-8799240f889b,Nissan,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Qashqai,Nero,Manuale,1.332 cm³,5,5,4,6,Euro 6,1.375 kg,anteriore,Metallizzato,"5,7 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,130 g CO2/km (comb.),2124595,NERO MET - 20,,,,,,,,,,,,,,,,,,
6ba63518-809b-4c2f-8ce4-64a06c5022f3,Nissan,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Qashqai,Nero,Manuale,1.332 cm³,5,5,4,6,Euro 6,1.375 kg,anteriore,Metallizzato,"5,7 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)",,130 g CO2/km (comb.),2124655,NERO MET - 20,,,,,,,,,,,,,,,,,,
6e5851a6-fc51-41c8-ac20-4e58ad7d28a4,Maserati,SUV/Fuoristrada/Pick-up,Benzina,Usato,2017,Levante,Grigio,Automatico,2.979 cm³,5,5,6,8,Euro 6,2.184 kg,4x4,Metallizzato,,"Pelle totale, Rosso",,2120093,GRIGIO METALLIZATO,Sì,1,Sì,"10,9 l/100 km (comb.)
15 l/100 km (urbano)
8,5 l/100 km (extraurbano)",,253 g CO2/km (comb.),,,,,,,,,,,,
e1528e88-d084-4838-b4df-e52e0300a9aa,Maserati,SUV/Fuoristrada/Pick-up,Benzina,Usato,2017,Levante,Grigio,Automatico,2.979 cm³,5,5,6,8,Euro 6,2.184 kg,4x4,Metallizzato,,"Pelle totale, Rosso",,2120093,GRIGIO METALLIZATO,Sì,1,Sì,"10,9 l/100 km (comb.)
15 l/100 km (urbano)
8,5 l/100 km (extraurbano)",,253 g CO2/km (comb.),,,,,,,,,,,,
62d3c04e-7e1c-4ca9-b7d9-221c83f78aee,BMW,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,X1,Grigio,Automatico,1.499 cm³,5,5,3,6,Euro 6,,anteriore,Metallizzato,,,,4101409,Grigio,,,,"5,4 l/100 km (comb.)
6,8 l/100 km (urbano)
4,6 l/100 km (extraurbano)",Sì,122 g CO2/km (comb.),,,,,,,,,,,,
5afdfeb3-6abf-4c2a-b967-5de5a20b65fc,Audi,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Q3,Nero,,1.984 cm³,5,5,4,7,Euro 6,,4x4,Base,,"Pelle totale, Nero",,4101381,Nero,48 mese,,,"7,3 l/100 km (comb.)
9,5 l/100 km (urbano)
6,1 l/100 km (extraurbano)",,168 g CO2/km (comb.),,,,,,,,,,,,
f34879b0-b994-df6b-e053-0100007f2a7c,Jeep,SUV/Fuoristrada/Pick-up,Benzina,Usato,1996,Wrangler,Nero,Manuale,2.464 cm³,3,4,4,5,Euro 2,1.535 kg,,,,"Stoffa, Grigio",,,,,2,,,,,,,09/2020,,,,,,,,,
298378b0-2dca-f31f-e053-0100007f8a01,Jeep,SUV/Fuoristrada/Pick-up,Benzina,Usato,1998,Wrangler,Rosso,Manuale,3.960 cm³,3,4,6,5,Euro 2,1.627 kg,,,"12,7 l/100 km (comb.)
18,6 l/100 km (urbano)
9,3 l/100 km (extraurbano)","Pelle totale, Nero",,,,,2,,,,,,,09/2020,,,,,,,,,
e8fcb295-6a89-4c83-9398-8e7a72abdcf5,MINI,SUV/Fuoristrada/Pick-up,Benzina,Usato,2017,John Cooper Works Countryman,Grigio,Automatico,1.998 cm³,5,5,4,8,Euro 6,1.630 kg,4x4,Metallizzato,,"Alcantara, Nero",,U_1055030,GRIGIO SCURO,24 mese,,,"6,9 l/100 km (comb.)
8,5 l/100 km (urbano)
6 l/100 km (extraurbano)",,158 g CO2/km (comb.),,,,,,,,,,,,
70397107-e812-436d-a597-4750a5ad599f,Jeep,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Compass,Argento,Automatico,1.368 cm³,5,5,4,9,Euro 6,,4x4,Metallizzato,"8,3 l/100 km (comb.)
10,1 l/100 km (urbano)
6,9 l/100 km (extraurbano)","Pelle totale, Nero",190 g CO2/km (comb.),4101059,Argento,12 mese,,,,,,,,,,,,,,,,,
d223558a-9241-439a-b02c-1226336800ef,Fiat,SUV/Fuoristrada/Pick-up,Benzina,Usato,2017,500X,Grigio,Manuale,1.598 cm³,5,5,4,5,Euro 6,,anteriore,Metallizzato,"6,4 l/100 km (comb.)
8,7 l/100 km (urbano)
5 l/100 km (extraurbano)","Stoffa, Nero",147 g CO2/km (comb.),4101054,Grigio,12 mese,,,,,,,,,,,,,,,,,
472a3c48-3643-4676-b6fb-892ef508f9c7,MINI,SUV/Fuoristrada/Pick-up,Benzina,Usato,2018,Cooper Countryman,Verde,Manuale,1.499 cm³,5,5,3,6,Euro 6,,4x4,Metallizzato,"6 l/100 km (comb.)
7,1 l/100 km (urbano)
5,3 l/100 km (extraurbano)","Pelle totale, Nero",136 g CO2/km (comb.),4100955,Verde,12 mese,,,,,,,,,,,,,,,,,
f44aeb41-eedf-4c71-890a-f974f0f88d1e,Honda,SUV/Fuoristrada/Pick-up,Benzina,Usato,2018,HR-V,,Automatico,1.498 cm³,5,5,4,7,Euro 6,,anteriore,,"5,3 l/100 km (comb.)
6,3 l/100 km (urbano)
4,7 l/100 km (extraurbano)",,121 g CO2/km (comb.),4098082,,,,,,,,,,,,,,,,,,,
7287d87b-43f6-4cf5-b7e1-13130f80fc12,Mercedes-Benz,SUV/Fuoristrada/Pick-up,Benzina,Usato,2016,GLA 45 AMG,Blu/Azzurro,Automatico,1.991 cm³,5,5,4,7,Euro 6,,4x4,Metallizzato,"7,4 l/100 km (comb.)
9,6 l/100 km (urbano)
6,1 l/100 km (extraurbano)",Pelle totale,172 g CO2/km (comb.),4098087,Blu,,,,,,,,,,,,,,,,,,
c23d1731-51e0-4ae0-80f0-e7b1a3642f1f,Mercedes-Benz,SUV/Fuoristrada/Pick-up,Benzina,Usato,2016,GLA 45 AMG,Blu/Azzurro,Automatico,1.991 cm³,5,5,4,7,Euro 6,,4x4,Metallizzato,"7,4 l/100 km (comb.)
9,6 l/100 km (urbano)
6,1 l/100 km (extraurbano)",Pelle totale,172 g CO2/km (comb.),4098087,Blu,,,,,,,,,,,,,,,,,,
f642385e-519a-494f-a2dc-90e0f0764519,Honda,SUV/Fuoristrada/Pick-up,Benzina,Usato,2018,HR-V,,Automatico,1.498 cm³,5,5,4,7,Euro 6,,anteriore,,"5,3 l/100 km (comb.)
6,3 l/100 km (urbano)
4,7 l/100 km (extraurbano)",,121 g CO2/km (comb.),4098082,,,,,,,,,,,,,,,,,,,
54f23171-4d26-4b1a-acad-0dff90562cd8,Citroen,SUV/Fuoristrada/Pick-up,Benzina,Usato,2018,C4 Cactus,Grigio,Automatico,1.199 cm³,5,5,3,6,Euro 6,,anteriore,Base,"5,1 l/100 km (comb.)
6,2 l/100 km (urbano)
4,5 l/100 km (extraurbano)",,117 g CO2/km (comb.),4100976,Grigio,12 mese,1,,,,,,,,,,,,,,,,
290dab8b-3f41-44b7-8825-55d5196f145e,Opel,SUV/Fuoristrada/Pick-up,Benzina,Usato,2013,Mokka,Bianco,Manuale,1.598 cm³,5,5,4,5,Euro 5,,anteriore,,"6,5 l/100 km (comb.)
8,4 l/100 km (urbano)
5,4 l/100 km (extraurbano)","Pelle totale, Nero",153 g CO2/km (comb.),4100569,Bianco,,,,,,,,,,,,,,,,,,
9e872b1b-3fdc-498e-b91c-3c4b83983583,Opel,SUV/Fuoristrada/Pick-up,Benzina,Usato,2015,Mokka,Bianco,Automatico,1.364 cm³,5,5,4,6,Euro 5,,anteriore,Metallizzato,"5,9 l/100 km (comb.)
7,4 l/100 km (urbano)
5 l/100 km (extraurbano)",Pelle totale,143 g CO2/km (comb.),4101004,Bianco,12 mese,1,,,,,,,11/2019,,,,,,,,,
05da3032-38d7-4733-9c31-2e2d45309ab1,Peugeot,SUV/Fuoristrada/Pick-up,Benzina,Usato,2016,2008,Nero,Automatico,1.199 cm³,5,5,3,6,Euro 6,,anteriore,Metallizzato,"4,8 l/100 km (comb.)
5,9 l/100 km (urbano)
4,1 l/100 km (extraurbano)","Pelle totale, Nero",110 g CO2/km (comb.),4101037,Nero,12 mese,1,,,,,,,,,,,,,,,,
767b77b0-c2ee-1b38-e053-0100007fc75c,Porsche,SUV/Fuoristrada/Pick-up,Benzina,Usato,2015,Macan,Nero,Automatico,3.604 cm³,5,5,6,7,Euro 6,1.925 kg,4x4,Metallizzato,,"Pelle totale, Beige",,,,,,Sì,"9 l/100 km (comb.)
6,9 l/100 km (urbano)
5,9 l/100 km (extraurbano)",Sì,164 g CO2/km (comb.),,Italia,,,,,,,,,,
17b4fa06-d86d-4106-906d-6f20c17dbd78,Ford,SUV/Fuoristrada/Pick-up,Benzina,Usato,2016,EcoSport,Bianco,Manuale,998 cm³,5,5,3,5,Euro 6,,anteriore,,"5,4 l/100 km (comb.)
6,6 l/100 km (urbano)
4,7 l/100 km (extraurbano)","Pelle totale, Nero",125 g CO2/km (comb.),2693361,,,,Sì,,,,,Italia,,,,,,,,,,
9a4e012b-31fb-45f7-99a9-a3d31b2f098b,Fiat,SUV/Fuoristrada/Pick-up,Benzina,Usato,2016,500X,Argento,Manuale,1.598 cm³,5,5,4,5,Euro 6,,anteriore,Metallizzato,"6,4 l/100 km (comb.)
8,7 l/100 km (urbano)
5 l/100 km (extraurbano)","Stoffa, Nero",152 g CO2/km (comb.),2020_00023,Argento,Sì,,,,,,,,,,,1 (Senza Bollino Polveri Sottili),,,,,,
156d10be-c250-4145-b079-e96e24410e4e,Maserati,SUV/Fuoristrada/Pick-up,Benzina,Usato,2017,Levante,Nero,Automatico,2.979 cm³,5,5,6,8,Euro 6,,4x4,,,"Pelle totale, Nero",,4100953,Nero,,,,"10,9 l/100 km (comb.)
15 l/100 km (urbano)
8,5 l/100 km (extraurbano)",,253 g CO2/km (comb.),,,,,,,,,,,,
c91bbcf3-4333-4609-b92a-fa22ea0a9165,MINI,SUV/Fuoristrada/Pick-up,Benzina,Usato,2020,Cooper Countryman,Argento,Automatico,1.499 cm³,5,5,3,6,Euro 6,1.480 kg,anteriore,,,,,2124592,WHITE SILVER,,1,,"5,6 l/100 km (comb.)
7 l/100 km (urbano)
4,9 l/100 km (extraurbano)",,129 g CO2/km (comb.),,,,,,,,,,,,
6cabf467-d474-4338-8ca6-cdef6b586d17,Daihatsu,SUV/Fuoristrada/Pick-up,Benzina,Usato,2008,Terios,Argento,Manuale,1.298 cm³,5,5,4,5,Euro 4,1.170 kg,4x4,Metallizzato,"7,9 l/100 km (comb.)
9,5 l/100 km (urbano)
7 l/100 km (extraurbano)","Stoffa, Nero",185 g CO2/km (comb.),,,12 mese,,,,,,Sì,Italia,,,,,,,,,,
48833ab0-fc13-4f56-ab10-6bcac7d7d2be,Volkswagen,SUV/Fuoristrada/Pick-up,Benzina,Usato,2010,Tiguan,Nero,Manuale,1.390 cm³,5,5,4,6,Euro 5,,anteriore,Metallizzato,"6,7 l/100 km (comb.)
8,5 l/100 km (urbano)
5,7 l/100 km (extraurbano)","Stoffa, Grigio",156 g CO2/km (comb.),4100602,Nero,Sì,,,,,,,,,,,,,,,,,
d686a47b-e4ec-4890-aedf-cabcc2b8adef,Audi,SUV/Fuoristrada/Pick-up,Benzina,Usato,2014,RS Q3,Blu/Azzurro,Automatico,2.480 cm³,6,5,5,7,Euro 5,,4x4,Metallizzato,,"Pelle totale, Nero",,,,,1,Sì,,Sì,,,,05/2020,,,,,,,,,
8e7987b0-9f55-4e57-b585-1417ee7fab0d,Kia,SUV/Fuoristrada/Pick-up,Benzina,Usato,2018,Stonic,Grigio,Manuale,1.368 cm³,5,5,4,6,Euro 6d-TEMP,1.160 kg,anteriore,Metallizzato,"5,7 l/100 km (comb.)
7 l/100 km (urbano)
5 l/100 km (extraurbano)","Stoffa, Grigio",131 g CO2/km (comb.),632,,12 mese,1,Sì,,,,,,,,,,,,,,,
bd658fe0-b9e8-4417-b6af-fc6bc522d726,Mercedes-Benz,SUV/Fuoristrada/Pick-up,Benzina,Usato,2017,GLA 45 AMG,Nero,Semiautomatico,1.991 cm³,5,5,4,7,,1.585 kg,4x4,Metallizzato,,"Pelle parziale, Nero",,,,12 mese,,Sì,"7,4 l/100 km (comb.)
9,6 l/100 km (urbano)
6,1 l/100 km (extraurbano)",,172 g CO2/km (comb.),,Italia,,,,,,,,,,
5688b84f-de8a-42b2-be74-918bfb9ea440,Jeep,SUV/Fuoristrada/Pick-up,Benzina,Usato,2014,Renegade,Rosso,Manuale,1.368 cm³,5,5,4,6,Euro 6,,anteriore,Base,"6 l/100 km (comb.)
7,3 l/100 km (urbano)
5,3 l/100 km (extraurbano)","Pelle totale, Nero",140 g CO2/km (comb.),4100941,Rosso,12 mese,,,,,,,,,,,,,,,,,
7efa30c0-aa06-4c89-ac61-2ad7ab3bcddc,Audi,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Q3,Nero,Manuale,1.498 cm³,5,5,4,6,Euro 6,,anteriore,Metallizzato,,"Stoffa, Nero",,4100779,Nero,12 mese,,,"6 l/100 km (comb.)
7,6 l/100 km (urbano)
5,1 l/100 km (extraurbano)",,139 g CO2/km (comb.),,,,,,,,,,,,
edf90cde-f8f4-41ec-ab09-8bef8ee20fab,Porsche,SUV/Fuoristrada/Pick-up,Benzina,Usato,2003,Cayenne,Nero,Automatico,4.511 cm³,5,5,8,6,Euro 4,,4x4,Metallizzato,"14,9 l/100 km (comb.)
20,9 l/100 km (urbano)
11,2 l/100 km (extraurbano)","Pelle totale, Beige",361 g CO2/km (comb.),4100985,Nero,,,,,Sì,,,,,,,,,,,,,
38747d35-f1b4-4335-b181-6743bed3bcd4,Chevrolet,SUV/Fuoristrada/Pick-up,Benzina,Usato,2002,Trailblazer,Blu/Azzurro,Automatico,4.157 cm³,5,5,6,4,Euro 3,2.092 kg,4x4,Metallizzato,"13 l/100 km (comb.)
17,9 l/100 km (urbano)
10,1 l/100 km (extraurbano)","Pelle totale, Marrone",310 g CO2/km (comb.),,,,1,,,,,,,,,,,,,,,,
ac13ac22-b1d8-441c-8d6c-c2862404007d,Volkswagen,SUV/Fuoristrada/Pick-up,Benzina,Usato,2015,Tiguan,Grigio,Manuale,1.395 cm³,5,5,4,6,Euro 5,1.501 kg,anteriore,Base,"6,5 l/100 km (comb.)
8,3 l/100 km (urbano)
5,5 l/100 km (extraurbano)","Stoffa, Nero",152 g CO2/km (comb.),13954706,Grigio scuro,12 mese,,,,Sì,,,,,,,,,,,,,
b6102dbf-99ff-4b59-ad1a-a83adc8cf84a,Renault,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Captur,Nero,Manuale,1.332 cm³,5,5,4,6,Euro 6,1.330 kg,anteriore,Metallizzato,,"Stoffa, Nero",128 g CO2/km (comb.),610020,,24 mese,1,,,,,,,,,,,,,,,,
871bac4c-119a-4979-a80f-01f4b0573b27,Audi,SUV/Fuoristrada/Pick-up,Benzina,Usato,2010,Q5,Grigio,Automatico,1.984 cm³,5,5,4,7,Euro 5,1.830 kg,4x4,Metallizzato,"8,6 l/100 km (comb.)
10,5 l/100 km (urbano)
7,5 l/100 km (extraurbano)","Stoffa, Nero",199 g CO2/km (comb.),,,12 mese,2,Sì,,,,,,09/2020,,,,,,,,,
0d2ef04b-9c83-4bc2-a2dc-b09d0b86ed78,Opel,SUV/Fuoristrada/Pick-up,Benzina,Usato,2017,Crossland X,,Manuale,1.199 cm³,5,5,3,5,Euro 6,1.174 kg,anteriore,,"5,2 l/100 km (comb.)
6,5 l/100 km (urbano)
4,4 l/100 km (extraurbano)",,116 g CO2/km (comb.),2096347,,,,,,,,Sì,,,,,,,,,,,
b843cae5-b4d4-4a1a-a1d2-8bb061042a90,Nissan,SUV/Fuoristrada/Pick-up,Benzina,Usato,2009,Qashqai,Blu/Azzurro,Manuale,1.598 cm³,5,5,4,5,Euro 4,,anteriore,,"6,7 l/100 km (comb.)
8,4 l/100 km (urbano)
5,7 l/100 km (extraurbano)",Stoffa,162 g CO2/km (comb.),4052934,Blu,,,,,,,,,,,,,,,,,,
b173d429-b1bb-49c0-846c-d7bef8829e73,Volkswagen,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,T-Roc,Grigio,Manuale,999 cm³,5,5,3,6,Euro 6,,anteriore,Metallizzato,"5,2 l/100 km (comb.)
5,8 l/100 km (urbano)
4,9 l/100 km (extraurbano)","Stoffa, Grigio",119 g CO2/km (comb.),4100328,Grigio scuro,Sì,,,,,,,,,,,,,,,,,
c6cc55ff-24f0-42e0-ae84-7d652b3f90b2,Volkswagen,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Tiguan,Grigio,Automatico,1.498 cm³,5,5,4,,Euro 6,1.550 kg,anteriore,Metallizzato,"6,1 l/100 km (comb.)
7,3 l/100 km (urbano)
5,5 l/100 km (extraurbano)","Alcantara, Grigio",132 g CO2/km (comb.),13846759,Antracite,24 mese,,,,,,,,,,,,,,,,,
1496281b-663f-4513-a222-75168ee8a6a4,Volkswagen,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Tiguan,Grigio,Automatico,1.498 cm³,5,5,4,,Euro 6,1.550 kg,anteriore,Metallizzato,"6,1 l/100 km (comb.)
7,3 l/100 km (urbano)
5,5 l/100 km (extraurbano)","Alcantara, Grigio",132 g CO2/km (comb.),13800949,Antracite,24 mese,,,,,,,,,,,,,,,,,
33e1bc25-d7e5-46a8-bebe-0e33918fae6d,Volkswagen,SUV/Fuoristrada/Pick-up,Benzina,Usato,2010,Tiguan,Nero,Manuale,1.390 cm³,5,5,4,6,Euro 5,,anteriore,Metallizzato,"6,7 l/100 km (comb.)
8,5 l/100 km (urbano)
5,7 l/100 km (extraurbano)","Stoffa, Grigio",156 g CO2/km (comb.),4100165,Nero,,2,,,,,,,,,,,,,,,,
be1877f8-bb53-468a-b07b-e4075cf1ba4d,Porsche,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Cayenne,Nero,Automatico,3.996 cm³,5,5,8,8,Euro 6,,4x4,Metallizzato,,"Pelle totale, Nero",,4098805,Nero,,1,,"11,4 l/100 km (comb.)
15,3 l/100 km (urbano)
9,4 l/100 km (extraurbano)",,258 g CO2/km (comb.),,,,,,,,,,,,
25e2a569-5aaa-446b-901f-74ce4c86c1b4,Mazda,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,CX-3,Rosso,Manuale,1.998 cm³,5,5,4,6,Euro 6d-TEMP,1.230 kg,anteriore,Metallizzato,"6,2 l/100 km (comb.)
7,5 l/100 km (urbano)
5,4 l/100 km (extraurbano)","Pelle parziale, Nero",141 g CO2/km (comb.),,Soul Red Crystal Metallic,36 mese,1,,,,,,,,,,,,,,,,
8eef96b4-dc2a-43b9-8a7a-ccdfe6530157,SEAT,SUV/Fuoristrada/Pick-up,Benzina,Usato,2017,Ateca,Nero,Manuale,999 cm³,5,5,3,6,Euro 6,1.313 kg,anteriore,Metallizzato,"5,4 l/100 km (comb.)
6,2 l/100 km (urbano)
5 l/100 km (extraurbano)",Blu/Azzurro,117 g CO2/km (comb.),U_41452,NERO FONDENTE MET.,12 mese,,,,,,,,,,,,,,,,,
69a9f83a-c0a3-4cf9-b28e-566a68c68813,Citroen,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,C3 Aircross,Argento,Manuale,1.199 cm³,5,5,3,5,Euro 6d-TEMP,1.163 kg,,Metallizzato,"5 l/100 km (comb.)
6,3 l/100 km (urbano)
4,5 l/100 km (extraurbano)","Stoffa, Nero",118 g CO2/km (comb.),,COSMIC SILVER METALLIZZATO,12 mese,,,,,,Sì,,,,,,,,,,,
4b02fbae-4a7b-49b0-ad60-92d7c704e596,Land Rover,SUV/Fuoristrada/Pick-up,Benzina,Usato,1992,Range Rover,Argento,Automatico,3.950 cm³,5,5,8,,,,4x4,Metallizzato,,"Pelle totale, Grigio",,M106,,,,,,,,,,,,,,,,,,,
5e9985ff-8646-430f-85e8-e159eb4e278b,Jeep,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,Renegade,Blu/Azzurro,Automatico,1.332 cm³,,5,,,,,anteriore,Metallizzato,,"Stoffa, Nero",,4098452,Blu,,,,,,,,,,,,,,,,,,
5849f747-fecd-4e73-988e-c71154f5cedf,MINI,SUV/Fuoristrada/Pick-up,Benzina,Usato,2019,John Cooper Works Countryman,Bianco,Automatico,1.998 cm³,5,5,4,8,Euro 6,,4x4,,,"Pelle totale, Nero",,3983235,Bianco,,,,"6,9 l/100 km (comb.)
8,1 l/100 km (urbano)
6,2 l/100 km (extraurbano)",,156 g CO2/km (comb.),,,,,,,,,,,,
5388e8a3-a2b8-4194-b7bb-dd2358b04c5c,MINI,SUV/Fuoristrada/Pick-up,Benzina,Usato,2010,Cooper S Countryman,Grigio,Automatico,1.598 cm³,5,5,4,6,Euro 5,,4x4,Metallizzato,"6,7 l/100 km (comb.)
8,2 l/100 km (urbano)
5,8 l/100 km (extraurbano)","Stoffa, Nero",157 g CO2/km (comb.),4079969,Grigio/Bianco,,,,,,,,,,,,,,,,,,
073872b0-f987-8723-e053-0100007ff821,Jeep,SUV/Fuoristrada/Pick-up,Benzina,Usato,1963,CJ-5,Beige,,2.200 cm³,2,6,4,3,,1.200 kg,,,,"Pelle scamosciata, Beige",,,,,5,,,,,Sì,,,05/2022,,,,,,,,
f73431ae-6c2a-422d-9662-634f6ab05d4e,Ford,SUV/Fuoristrada/Pick-up,Benzina,Usato,2018,EcoSport,Nero,Manuale,998 cm³,5,5,3,6,Euro 6d-TEMP,1.349 kg,,Metallizzato,"5,3 l/100 km (comb.)
6,2 l/100 km (urbano)
4,8 l/100 km (extraurbano)","Stoffa, Nero",120 g CO2/km (comb.),,,,,,,Sì,,,,,,,,,,,,,
e5ecb2f5-232b-434e-a163-2a9091db9a79,Jeep,SUV/Fuoristrada/Pick-up,Benzina,Usato,2007,Wrangler,Nero,Automatico,3.778 cm³,3,4,6,4,Euro 4,,4x4,,,"Stoffa, Grigio",,,,,,Sì,,,,,,,,,,,,,,,
6ebd7400-7db8-45e4-b0e4-99f34beddc33,Nissan,SUV/Fuoristrada/Pick-up,Benzina,Usato,2010,Qashqai,Argento,Manuale,1.598 cm³,5,5,4,5,Euro 4,1.343 kg,anteriore,,"6,6 l/100 km (comb.)
8,3 l/100 km (urbano)
5,6 l/100 km (extraurbano)",,155 g CO2/km (comb.),,,,,Sì,,,,,,,,,,,,,,,
054d4bc5-10ba-44c7-b935-4da0557ec069,Volkswagen,SUV/Fuoristrada/Pick-up,Benzina,Usato,2009,Tiguan,Grigio,Manuale,1.390 cm³,5,5,4,6,Euro 5,,4x4,Metallizzato,"8 l/100 km (comb.)
10,1 l/100 km (urbano)
6,7 l/100 km (extraurbano)",,185 g CO2/km (comb.),4088429,Grigio,,1,,,,,,,,,,,,,,,,
